Bill_Number,Order_Number,Date,Time,Waiter,Section,Table,Seats,Order_Type,Menu_Item,Menu_Category,Sales_Category,Quantity,Price,Gross_Sales,Discount_Name,Discount_Amount,Net_Sales,Modifiers,Modifier_Amount,Tax_1_Name,Tax_1_Amount,Tax_2_Name,Tax_2_Amount,Total_Tax,Tip,Auto_Gratuity,Payment_Method,Is_Void,Is_Return,Notes
3632,3632,2026-03-27,19:48:11,Emma W.,Main Dining,15,4,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Amex,No,No,
3632,3632,2026-03-27,19:48:11,Emma W.,Main Dining,15,4,Dine-In,Seasonal Fruit Tart,Desserts,Food,1,15.00,15.00,,0.00,15.00,,0.00,GST,0.75,PST,0.00,0.75,0.00,0.00,Amex,No,No,
3632,3632,2026-03-27,19:48:11,Emma W.,Main Dining,15,4,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,51.57,0.00,Amex,No,No,
3633,3633,2026-03-27,19:47:19,Aisha R.,Bar,29,2,Dine-In,Salmon Crudo,Appetizers,Food,1,20.00,26.00,,0.00,26.00,Side Truffle Fries (+$6.00),6.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Mastercard,No,No,
3633,3633,2026-03-27,19:47:19,Aisha R.,Bar,29,2,Dine-In,Duck Breast,Mains,Food,1,38.00,40.00,,0.00,40.00,Add Egg (+$2.00),2.00,GST,2.00,PST,0.00,2.00,0.00,0.00,Mastercard,No,No,
3633,3633,2026-03-27,19:47:19,Aisha R.,Bar,29,2,Dine-In,Wild Salmon Fillet,Mains,Food,1,37.00,37.00,,0.00,37.00,,0.00,GST,1.85,PST,0.00,1.85,0.00,0.00,Mastercard,No,No,
3633,3633,2026-03-27,19:47:19,Aisha R.,Bar,29,2,Dine-In,Glass — Cabernet Sauvignon,Wine,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,19.38,0.00,Mastercard,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Wagyu Burger,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Cash,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Cash,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Cash,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Cash,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Mushroom Arancini,Appetizers,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Cash,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Cash,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,0.00,0.00,Cash,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Cash,No,No,
3634,3634,2026-03-27,19:07:55,Sarah M.,Patio,22,4,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,40.00,0.00,Cash,No,No,
3635,3635,2026-03-27,18:49:55,Maya C.,Bar,30,2,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Cash,No,No,
3635,3635,2026-03-27,18:49:55,Maya C.,Bar,30,2,Dine-In,Cheese Board,Desserts,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Cash,No,No,
3635,3635,2026-03-27,18:49:55,Maya C.,Bar,30,2,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,0.00,0.00,Cash,No,No,
3635,3635,2026-03-27,18:49:55,Maya C.,Bar,30,2,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Cash,No,No,
3635,3635,2026-03-27,18:49:55,Maya C.,Bar,30,2,Dine-In,Duck Breast,Mains,Food,1,38.00,38.00,,0.00,38.00,,0.00,GST,1.90,PST,0.00,1.90,0.00,0.00,Cash,No,No,
3635,3635,2026-03-27,18:49:55,Maya C.,Bar,30,2,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,25.00,0.00,Cash,No,No,
3636,3636,2026-03-27,18:58:27,Sarah M.,Patio,23,2,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Visa,No,No,
3636,3636,2026-03-27,18:58:27,Sarah M.,Patio,23,2,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
3636,3636,2026-03-27,18:58:27,Sarah M.,Patio,23,2,Dine-In,Old Fashioned,Cocktails,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Visa,No,No,
3636,3636,2026-03-27,18:58:27,Sarah M.,Patio,23,2,Dine-In,Dungeness Crab Cakes,Appetizers,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Visa,No,No,
3636,3636,2026-03-27,18:58:27,Sarah M.,Patio,23,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Visa,No,No,
3636,3636,2026-03-27,18:58:27,Sarah M.,Patio,23,2,Dine-In,Glass — Cabernet Sauvignon,Wine,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Visa,No,No,
3636,3636,2026-03-27,18:58:27,Sarah M.,Patio,23,2,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,24.30,0.00,Visa,No,No,
3637,3637,2026-03-27,19:36:12,Emma W.,Main Dining,6,2,Dine-In,Wild Salmon Fillet,Mains,Food,1,37.00,37.00,,0.00,37.00,,0.00,GST,1.85,PST,0.00,1.85,0.00,0.00,Visa,No,No,
3637,3637,2026-03-27,19:36:12,Emma W.,Main Dining,6,2,Dine-In,Seasonal Fruit Tart,Desserts,Food,1,15.00,15.00,,0.00,15.00,,0.00,GST,0.75,PST,0.00,0.75,0.00,0.00,Visa,No,No,
3637,3637,2026-03-27,19:36:12,Emma W.,Main Dining,6,2,Dine-In,Fresh Juice,Non-Alcoholic,Non-Alcoholic,1,8.00,8.00,,0.00,8.00,,0.00,GST,0.40,PST,0.00,0.40,0.00,0.00,Visa,No,No,
3637,3637,2026-03-27,19:36:12,Emma W.,Main Dining,6,2,Dine-In,Braised Short Rib,Mains,Food,1,36.00,38.00,,0.00,0.00,Add Egg (+$2.00),2.00,GST,0.00,PST,0.00,0.00,0.00,0.00,Visa,Yes,No,
3637,3637,2026-03-27,19:36:12,Emma W.,Main Dining,6,2,Dine-In,Fresh Juice,Non-Alcoholic,Non-Alcoholic,1,8.00,8.00,,0.00,8.00,,0.00,GST,0.40,PST,0.00,0.40,0.00,0.00,Visa,No,No,
3637,3637,2026-03-27,19:36:12,Emma W.,Main Dining,6,2,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,20.67,0.00,Visa,No,No,
3638,3638,2026-03-27,17:37:47,Sarah M.,Main Dining,18,2,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,0.00,0.00,Interac Debit,No,No,
3638,3638,2026-03-27,17:37:47,Sarah M.,Main Dining,18,2,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Interac Debit,No,No,
3638,3638,2026-03-27,17:37:47,Sarah M.,Main Dining,18,2,Dine-In,Affogato,Desserts,Food,1,12.00,12.00,,0.00,12.00,,0.00,GST,0.60,PST,0.00,0.60,0.00,0.00,Interac Debit,No,No,
3638,3638,2026-03-27,17:37:47,Sarah M.,Main Dining,18,2,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,22.90,0.00,Interac Debit,No,No,
3639,3639,2026-03-28,11:58:50,Jake T.,Patio,26,4,Dine-In,Herb-Crusted Chicken,Mains,Food,1,29.00,35.00,,0.00,35.00,Side Truffle Fries (+$6.00),6.00,GST,1.75,PST,0.00,1.75,0.00,0.00,Visa,No,No,
3639,3639,2026-03-28,11:58:50,Jake T.,Patio,26,4,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,0.00,0.00,Visa,No,No,
3639,3639,2026-03-28,11:58:50,Jake T.,Patio,26,4,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Visa,No,No,
3639,3639,2026-03-28,11:58:50,Jake T.,Patio,26,4,Dine-In,Grilled Sablefish,Mains,Food,1,39.00,43.00,,0.00,43.00,Extra Prawns (+$4.00),4.00,GST,2.15,PST,0.00,2.15,0.00,0.00,Visa,No,No,
3639,3639,2026-03-28,11:58:50,Jake T.,Patio,26,4,Dine-In,Grilled Sablefish,Mains,Food,1,39.00,39.00,,0.00,39.00,,0.00,GST,1.95,PST,0.00,1.95,0.00,0.00,Visa,No,No,
3639,3639,2026-03-28,11:58:50,Jake T.,Patio,26,4,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
3639,3639,2026-03-28,11:58:50,Jake T.,Patio,26,4,Dine-In,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,37.07,0.00,Visa,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Wagyu Burger,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Dungeness Crab Cakes,Appetizers,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Wild Salmon Fillet,Mains,Food,1,37.00,37.00,,0.00,37.00,,0.00,GST,1.85,PST,0.00,1.85,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Mushroom Arancini,Appetizers,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Herb-Crusted Chicken,Mains,Food,1,29.00,29.00,,0.00,29.00,,0.00,GST,1.45,PST,0.00,1.45,0.00,0.00,Mastercard,No,No,
3640,3640,2026-03-28,12:14:29,Jake T.,Main Dining,10,4,Dine-In,Sparkling Water (750ml),Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,44.00,0.00,Mastercard,No,No,
3641,3641,2026-03-28,12:01:47,David L.,Main Dining,1,2,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Visa,No,No,
3641,3641,2026-03-28,12:01:47,David L.,Main Dining,1,2,Dine-In,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Visa,No,No,
3641,3641,2026-03-28,12:01:47,David L.,Main Dining,1,2,Dine-In,Mushroom Arancini,Appetizers,Food,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,0.00,0.80,0.00,0.00,Visa,No,No,
3641,3641,2026-03-28,12:01:47,David L.,Main Dining,1,2,Dine-In,Wagyu Burger,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Visa,No,No,
3641,3641,2026-03-28,12:01:47,David L.,Main Dining,1,2,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,23.96,0.00,Visa,No,No,
3642,3642,2026-03-28,11:37:59,David L.,Bar,31,2,Bar Tab,Braised Short Rib,Mains,Food,1,36.00,40.00,,0.00,40.00,Extra Prawns (+$4.00),4.00,GST,2.00,PST,0.00,2.00,0.00,0.00,Mastercard,No,No,
3642,3642,2026-03-28,11:37:59,David L.,Bar,31,2,Bar Tab,Salmon Crudo,Appetizers,Food,1,20.00,20.00,,0.00,20.00,,0.00,GST,1.00,PST,0.00,1.00,0.00,0.00,Mastercard,No,No,
3642,3642,2026-03-28,11:37:59,David L.,Bar,31,2,Bar Tab,Grilled Sablefish,Mains,Food,1,39.00,39.00,,0.00,39.00,,0.00,GST,1.95,PST,0.00,1.95,0.00,0.00,Mastercard,No,No,
3642,3642,2026-03-28,11:37:59,David L.,Bar,31,2,Bar Tab,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,19.27,0.00,Mastercard,No,No,
3643,3643,2026-03-28,12:07:38,Jake T.,Bar,30,2,Dine-In,Grilled Sablefish,Mains,Food,1,39.00,39.00,,0.00,39.00,,0.00,GST,1.95,PST,0.00,1.95,0.00,0.00,Interac Debit,No,No,
3643,3643,2026-03-28,12:07:38,Jake T.,Bar,30,2,Dine-In,Glass — Cabernet Sauvignon,Wine,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Interac Debit,No,No,
3643,3643,2026-03-28,12:07:38,Jake T.,Bar,30,2,Dine-In,Wild Salmon Fillet,Mains,Food,1,37.00,37.00,,0.00,37.00,,0.00,GST,1.85,PST,0.00,1.85,0.00,0.00,Interac Debit,No,No,
3643,3643,2026-03-28,12:07:38,Jake T.,Bar,30,2,Dine-In,Kombucha,Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,18.45,0.00,Interac Debit,No,No,
3644,3644,2026-03-28,13:24:15,Maya C.,Main Dining,15,2,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Interac Debit,No,No,
3644,3644,2026-03-28,13:24:15,Maya C.,Main Dining,15,2,Dine-In,Herb-Crusted Chicken,Mains,Food,1,29.00,29.00,,0.00,29.00,,0.00,GST,1.45,PST,0.00,1.45,0.00,0.00,Interac Debit,No,No,
3644,3644,2026-03-28,13:24:15,Maya C.,Main Dining,15,2,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Interac Debit,No,No,
3644,3644,2026-03-28,13:24:15,Maya C.,Main Dining,15,2,Dine-In,Roasted Beet Salad,Appetizers,Food,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,0.00,0.85,0.00,0.00,Interac Debit,No,No,
3644,3644,2026-03-28,13:24:15,Maya C.,Main Dining,15,2,Dine-In,Duck Breast,Mains,Food,1,38.00,38.00,,0.00,38.00,,0.00,GST,1.90,PST,0.00,1.90,0.00,0.00,Interac Debit,No,No,
3644,3644,2026-03-28,13:24:15,Maya C.,Main Dining,15,2,Dine-In,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,30.86,0.00,Interac Debit,No,No,
3645,3645,2026-03-28,11:59:27,Sarah M.,Main Dining,1,2,Dine-In,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Interac Debit,No,No,
3645,3645,2026-03-28,11:59:27,Sarah M.,Main Dining,1,2,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,0.00,0.00,Interac Debit,No,No,
3645,3645,2026-03-28,11:59:27,Sarah M.,Main Dining,1,2,Dine-In,Salmon Crudo,Appetizers,Food,1,20.00,20.00,,0.00,20.00,,0.00,GST,1.00,PST,0.00,1.00,0.00,0.00,Interac Debit,No,No,
3645,3645,2026-03-28,11:59:27,Sarah M.,Main Dining,1,2,Dine-In,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Interac Debit,No,No,
3645,3645,2026-03-28,11:59:27,Sarah M.,Main Dining,1,2,Dine-In,Glass — Pinot Noir (BC),Wine,Alcohol,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,1.90,2.85,19.19,0.00,Interac Debit,No,No,
3646,3646,2026-03-28,12:40:15,Aisha R.,Main Dining,18,2,Dine-In,Salmon Crudo,Appetizers,Food,1,20.00,20.00,,0.00,20.00,,0.00,GST,1.00,PST,0.00,1.00,0.00,0.00,Mastercard,No,No,
3646,3646,2026-03-28,12:40:15,Aisha R.,Main Dining,18,2,Dine-In,Seafood Linguine,Mains,Food,1,28.00,30.00,,0.00,30.00,Sub Caesar Salad (+$2.00),2.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Mastercard,No,No,
3646,3646,2026-03-28,12:40:15,Aisha R.,Main Dining,18,2,Dine-In,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,0.00,0.00,Mastercard,No,No,
3646,3646,2026-03-28,12:40:15,Aisha R.,Main Dining,18,2,Dine-In,Glass — Pinot Noir (BC),Wine,Alcohol,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,1.90,2.85,29.32,0.00,Mastercard,No,No,
3647,3647,2026-03-28,13:15:00,Aisha R.,Bar,31,2,Bar Tab,Roasted Beet Salad,Appetizers,Food,1,17.00,20.50,,0.00,20.50,Add Avocado (+$3.50),3.50,GST,1.03,PST,0.00,1.03,0.00,0.00,Visa,No,No,
3647,3647,2026-03-28,13:15:00,Aisha R.,Bar,31,2,Bar Tab,Braised Short Rib,Mains,Food,1,36.00,38.00,,0.00,38.00,Sub Caesar Salad (+$2.00),2.00,GST,1.90,PST,0.00,1.90,0.00,0.00,Visa,No,No,
3647,3647,2026-03-28,13:15:00,Aisha R.,Bar,31,2,Bar Tab,Pilsner (draft),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Visa,No,No,
3647,3647,2026-03-28,13:15:00,Aisha R.,Bar,31,2,Bar Tab,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Visa,No,No,
3647,3647,2026-03-28,13:15:00,Aisha R.,Bar,31,2,Bar Tab,Wagyu Burger,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,22.70,0.00,Visa,No,No,
3648,3648,2026-03-28,13:15:30,Maya C.,Main Dining,2,2,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Interac Debit,No,No,
3648,3648,2026-03-28,13:15:30,Maya C.,Main Dining,2,2,Dine-In,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,0.00,0.00,Interac Debit,No,No,
3648,3648,2026-03-28,13:15:30,Maya C.,Main Dining,2,2,Dine-In,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Interac Debit,No,No,
3648,3648,2026-03-28,13:15:30,Maya C.,Main Dining,2,2,Dine-In,Glass — Pinot Noir (BC),Wine,Alcohol,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,1.90,2.85,21.22,0.00,Interac Debit,No,No,
3649,3649,2026-03-28,12:21:17,David L.,Cash Register,,1,Takeout,Herb-Crusted Chicken,Mains,Food,1,29.00,29.00,,0.00,29.00,,0.00,GST,1.45,PST,0.00,1.45,0.00,0.00,Cash,No,No,
3650,3650,2026-03-28,12:25:23,Jake T.,Main Dining,19,3,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
3650,3650,2026-03-28,12:25:23,Jake T.,Main Dining,19,3,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Mastercard,No,No,
3650,3650,2026-03-28,12:25:23,Jake T.,Main Dining,19,3,Dine-In,Braised Short Rib,Mains,Food,1,36.00,36.00,,0.00,36.00,,0.00,GST,1.80,PST,0.00,1.80,0.00,0.00,Mastercard,No,No,
3650,3650,2026-03-28,12:25:23,Jake T.,Main Dining,19,3,Dine-In,Charred Octopus,Appetizers,Food,1,23.00,23.00,,0.00,23.00,,0.00,GST,1.15,PST,0.00,1.15,0.00,0.00,Mastercard,No,No,
3650,3650,2026-03-28,12:25:23,Jake T.,Main Dining,19,3,Dine-In,Porcini Risotto,Mains,Food,1,26.00,26.00,,0.00,26.00,,0.00,GST,1.30,PST,0.00,1.30,0.00,0.00,Mastercard,No,No,
3650,3650,2026-03-28,12:25:23,Jake T.,Main Dining,19,3,Dine-In,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,35.08,0.00,Mastercard,No,No,
3652,3652,2026-03-28,12:01:10,David L.,Main Dining,14,2,Dine-In,Seafood Linguine,Mains,Food,1,28.00,28.00,,0.00,28.00,,0.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
3652,3652,2026-03-28,12:01:10,David L.,Main Dining,14,2,Dine-In,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
3652,3652,2026-03-28,12:01:10,David L.,Main Dining,14,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,15.53,0.00,Mastercard,No,No,
3653,3653,2026-03-28,12:19:17,Jake T.,Main Dining,2,2,Dine-In,Beet & Grain Bowl,Mains,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
3653,3653,2026-03-28,12:19:17,Jake T.,Main Dining,2,2,Dine-In,Kombucha,Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,0.00,0.00,Visa,No,No,
3653,3653,2026-03-28,12:19:17,Jake T.,Main Dining,2,2,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Visa,No,No,
3653,3653,2026-03-28,12:19:17,Jake T.,Main Dining,2,2,Dine-In,Pacific Prawn Pasta,Mains,Food,1,30.00,30.00,,0.00,30.00,,0.00,GST,1.50,PST,0.00,1.50,0.00,0.00,Visa,No,No,
3653,3653,2026-03-28,12:19:17,Jake T.,Main Dining,2,2,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,19.08,0.00,Visa,No,No,
3654,3654,2026-03-28,12:59:51,Sarah M.,Bar,30,2,Dine-In,Pan-Seared Halibut,Mains,Food,1,42.00,42.00,,0.00,42.00,,0.00,GST,2.10,PST,0.00,2.10,0.00,0.00,Cash,No,No,
3654,3654,2026-03-28,12:59:51,Sarah M.,Bar,30,2,Dine-In,Duck Breast,Mains,Food,1,38.00,38.00,,0.00,38.00,,0.00,GST,1.90,PST,0.00,1.90,0.00,0.00,Cash,No,No,
3654,3654,2026-03-28,12:59:51,Sarah M.,Bar,30,2,Dine-In,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,30.00,0.00,Cash,No,No,
3655,3655,2026-03-28,13:43:49,Aisha R.,Patio,28,2,Dine-In,Salmon Crudo,Appetizers,Food,1,20.00,20.00,,0.00,20.00,,0.00,GST,1.00,PST,0.00,1.00,0.00,0.00,Visa,No,No,
3655,3655,2026-03-28,13:43:49,Aisha R.,Patio,28,2,Dine-In,Rack of Lamb,Mains,Food,1,45.00,45.00,,0.00,45.00,,0.00,GST,2.25,PST,0.00,2.25,0.00,0.00,Visa,No,No,
