Receipt_ID,Creation_Date,Created_By,Product_ID,Item_Name,Kitchen_Name,Status,Tax_Exclusive_Price,Tax_Inclusive_Price,Amount,Tax_Percentage,Tax_Amount,Total_Price,Total_Tax_Excl_Price,Category,Category_Type,Seat_Number,Course_Number,PLU,Extra
R002707.01,2026-03-29 18:29:00,Mika T.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,3,1,6001,
R002708.01,2026-03-29 19:26:00,Olivia C.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R002708.01,2026-03-29 19:25:00,Olivia C.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R002708.01,2026-03-29 19:24:00,Olivia C.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,3,1,1004,
R002708.01,2026-03-29 19:31:00,Olivia C.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,4,2,2004,
R002708.01,2026-03-29 19:26:00,Olivia C.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,1,3,3002,
R002708.01,2026-03-29 19:26:00,Olivia C.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,33.00,34.65,1,5.0,1.65,34.65,33.00,Mains,Food,2,2,2007,
R002708.01,2026-03-29 19:21:00,Olivia C.,P-3003,Matcha Panna Cotta,MTCH-PAN,Sent,14.00,14.70,1,5.0,0.70,14.70,14.00,Desserts,Food,3,3,3003,
R002708.01,2026-03-29 19:22:00,Olivia C.,P-2009,Lamb Rack,LAMB-RCK,Sent,57.00,59.85,1,5.0,2.85,59.85,57.00,Mains,Food,4,2,2009,
R002708.01,2026-03-29 19:23:00,Olivia C.,P-5002,Glass — Chardonnay (Okanagan),W-CHARD,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Wine,Beverage,1,1,5002,
R002709.01,2026-03-29 19:24:00,Dylan R.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R002709.01,2026-03-29 19:25:00,Dylan R.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R002709.01,2026-03-29 19:26:00,Dylan R.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,3,3,3004,
R002709.01,2026-03-29 19:26:00,Dylan R.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,1,1,7002,
R002709.01,2026-03-29 19:26:00,Dylan R.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,2,2,2004,
R002709.01,2026-03-29 19:23:00,Dylan R.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,3,3,3001,
R002709.01,2026-03-29 19:26:00,Dylan R.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,1,2,2005,
R002709.01,2026-03-29 19:29:00,Dylan R.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,2,1,6001,
R002709.01,2026-03-29 19:26:00,Dylan R.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,3,1,7002,
R002710.01,2026-03-29 19:38:00,Mika T.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,1,2,2005,
R002710.01,2026-03-29 19:31:00,Mika T.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,2,1,5005,
R002710.01,2026-03-29 19:39:00,Mika T.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R002710.01,2026-03-29 19:39:00,Mika T.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,2,2,2005,
R002710.01,2026-03-29 19:36:00,Mika T.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7001,
R002711.01,2026-03-29 17:48:00,Sarah M.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,1,2,2010,
R002711.01,2026-03-29 17:48:00,Sarah M.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,2,3,3001,
R002711.01,2026-03-29 17:47:00,Sarah M.,P-6003,Local Pilsner (33 Acres),B-33A,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,3,1,6003,
R002711.01,2026-03-29 17:45:00,Sarah M.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,1,1,7002,
R002711.01,2026-03-29 17:41:00,Sarah M.,P-4002,Yuzu Gimlet,YUZU-GIM,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,2,1,4002,
R002711.01,2026-03-29 17:50:00,Sarah M.,P-2006,Grilled Halibut,GRILL-HAL,Sent,46.00,48.30,1,5.0,2.30,48.30,46.00,Mains,Food,3,2,2006,
R002711.01,2026-03-29 17:46:00,Sarah M.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,1,3,3001,
R002711.01,2026-03-29 17:48:00,Sarah M.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4003,
R002711.01,2026-03-29 17:47:00,Sarah M.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,3,1,7002,
R002711.01,2026-03-29 17:42:00,Sarah M.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,7.20,7.56,1,5.0,0.36,7.56,7.20,Non-Alcoholic,Beverage,1,1,7002,
R002711.01,2026-03-29 17:41:00,Sarah M.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R002711.01,2026-03-29 17:44:00,Sarah M.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,3,1,6002,
R002712.01,2026-03-29 19:46:00,James L.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R002712.01,2026-03-29 19:47:00,James L.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,2,2,2005,
R002712.01,2026-03-29 19:44:00,James L.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R002712.01,2026-03-29 19:42:00,James L.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,2,1,5003,
R002712.01,2026-03-29 19:41:00,James L.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R002712.01,2026-03-29 19:47:00,James L.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,2,2,2001,
R002712.01,2026-03-29 19:46:00,James L.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,1,3,3002,
R002712.01,2026-03-29 19:42:00,James L.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R002712.01,2026-03-29 19:48:00,James L.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,8.10,9.32,1,15.0,1.22,9.32,8.10,Beer,Beverage,1,1,6002,
R002713.01,2026-03-29 20:29:00,Priya S.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R002713.01,2026-03-29 20:28:00,Priya S.,P-2002,Wagyu Striploin 8oz,WAG-STRP,Sent,62.00,65.10,1,5.0,3.10,65.10,62.00,Mains,Food,2,2,2002,
R002713.01,2026-03-29 20:22:00,Priya S.,P-4004,Pacific Mule,PAC-MULE,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,3,1,4004,
R002713.01,2026-03-29 20:22:00,Priya S.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,1,1,1001,
R002713.01,2026-03-29 20:25:00,Priya S.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,2,2,2001,
R002713.01,2026-03-29 20:25:00,Priya S.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,3,3,3004,
R002713.01,2026-03-29 20:23:00,Priya S.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,1,1,4001,
R002713.01,2026-03-29 20:20:00,Priya S.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,2,1,1006,
R002713.01,2026-03-29 20:20:00,Priya S.,P-2009,Lamb Rack,LAMB-RCK,Sent,52.00,54.60,1,5.0,2.60,54.60,52.00,Mains,Food,3,2,2009,
R002713.01,2026-03-29 20:19:00,Priya S.,P-3002,Chocolate Lava Cake,CHOC-LV,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Desserts,Food,1,3,3002,
R002713.01,2026-03-29 20:29:00,Priya S.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R002714.01,2026-03-29 18:11:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,1,2,2003,
R002714.01,2026-03-29 18:15:00,Mika T.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,2,1,4001,
R002714.01,2026-03-29 18:10:00,Mika T.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R002714.01,2026-03-29 18:10:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,2,2,2003,
R002714.01,2026-03-29 18:12:00,Mika T.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R002714.01,2026-03-29 18:15:00,Mika T.,P-6003,Local Pilsner (33 Acres),B-33A,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,2,1,6003,
R002715.01,2026-03-29 18:56:00,Olivia C.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,1,2,2004,
R002715.01,2026-03-29 18:55:00,Olivia C.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,2,1,4001,
R002715.01,2026-03-29 18:54:00,Olivia C.,P-2009,Lamb Rack,LAMB-RCK,Sent,52.00,54.60,1,5.0,2.60,54.60,52.00,Mains,Food,1,2,2009,
R002715.01,2026-03-29 18:50:00,Olivia C.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R002715.01,2026-03-29 18:48:00,Olivia C.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,1,1,4003,
R002715.01,2026-03-29 18:50:00,Olivia C.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,2,1,6001,
R002716.01,2026-03-29 17:32:00,Sarah M.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R002716.01,2026-03-29 17:34:00,Sarah M.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,2,2,2003,
R002716.01,2026-03-29 17:35:00,Sarah M.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,1,2,2001,
R002716.01,2026-03-29 17:32:00,Sarah M.,P-3003,Matcha Panna Cotta,MTCH-PAN,Sent,14.00,14.70,1,5.0,0.70,14.70,14.00,Desserts,Food,2,3,3003,
R002717.01,2026-03-29 19:08:00,Priya S.,P-1001,Tuna Tartare,TUNA-TART,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Appetizers,Food,1,1,1001,
R002717.01,2026-03-29 19:12:00,Priya S.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R002717.01,2026-03-29 19:12:00,Priya S.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,1,3,3004,
R002717.01,2026-03-29 19:12:00,Priya S.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,2,2,2001,
R002718.01,2026-03-29 18:52:00,Sarah M.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R002718.01,2026-03-29 18:51:00,Sarah M.,P-2008,Seafood Linguine,SEA-LING,Sent,38.00,39.90,1,5.0,1.90,39.90,38.00,Mains,Food,2,2,2008,
R002718.01,2026-03-29 18:53:00,Sarah M.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,1,1,6002,
R002718.01,2026-03-29 18:52:00,Sarah M.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R002718.01,2026-03-29 18:55:00,Sarah M.,P-1003,Roasted Beet Salad,BEET-SAL,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Appetizers,Food,1,1,1003,
R002718.01,2026-03-29 18:50:00,Sarah M.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,2,2,2007,
R002718.01,2026-03-29 18:50:00,Sarah M.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,1,1,6001,
R002718.01,2026-03-29 18:53:00,Sarah M.,P-5004,Glass — Cabernet Sauvignon,W-CABSV,Sent,20.00,23.00,1,15.0,3.00,23.00,20.00,Wine,Beverage,2,1,5004,
R002719.01,2026-03-29 19:46:00,Dylan R.,P-2002,Wagyu Striploin 8oz,WAG-STRP,Sent,62.00,65.10,1,5.0,3.10,65.10,62.00,Mains,Food,1,2,2002,
R002719.01,2026-03-29 19:45:00,Dylan R.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,2,1,1007,
R002719.01,2026-03-29 19:44:00,Dylan R.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,1,2,2005,
R002719.01,2026-03-29 19:52:00,Dylan R.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,2,3,3001,
R002719.01,2026-03-29 19:45:00,Dylan R.,P-6002,Japanese Lager (Asahi),B-ASAHI,Sent,9.00,10.35,1,15.0,1.35,10.35,9.00,Beer,Beverage,1,1,6002,
R002720.01,2026-03-29 19:09:00,Dylan R.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R002720.01,2026-03-29 19:13:00,Dylan R.,P-2002,Wagyu Striploin 8oz,WAG-STRP,Sent,62.00,65.10,1,5.0,3.10,65.10,62.00,Mains,Food,2,2,2002,
R002721.01,2026-03-29 19:46:00,Olivia C.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R002721.01,2026-03-29 19:41:00,Olivia C.,P-2002,Wagyu Striploin 8oz,WAG-STRP,Sent,62.00,65.10,1,5.0,3.10,65.10,62.00,Mains,Food,2,2,2002,
R002721.01,2026-03-29 19:47:00,Olivia C.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,3,1,1007,
R002721.01,2026-03-29 19:41:00,Olivia C.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,4,2,2001,
R002721.01,2026-03-29 19:44:00,Olivia C.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,1,2,2005,
R002721.01,2026-03-29 19:43:00,Olivia C.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4003,
R002721.01,2026-03-29 19:43:00,Olivia C.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,3,1,5003,
R002721.01,2026-03-29 19:39:00,Olivia C.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,39.00,40.95,1,5.0,1.95,40.95,39.00,Mains,Food,4,2,2005,
R002722.01,2026-03-29 19:35:00,Mika T.,P-1003,Roasted Beet Salad,BEET-SAL,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Appetizers,Food,1,1,1003,
R002722.01,2026-03-29 19:41:00,Mika T.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,2,2,2003,
R002722.01,2026-03-29 19:39:00,Mika T.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,3,3,3004,
R002722.01,2026-03-29 19:34:00,Mika T.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R002722.01,2026-03-29 19:36:00,Mika T.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R002722.01,2026-03-29 19:38:00,Mika T.,P-4002,Yuzu Gimlet,YUZU-GIM,Sent,17.00,19.55,1,15.0,2.55,19.55,17.00,Cocktails,Beverage,3,1,4002,
R002722.01,2026-03-29 19:38:00,Mika T.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,1,1,5003,
R002722.01,2026-03-29 19:36:00,Mika T.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,2,2,2010,
R002722.01,2026-03-29 19:37:00,Mika T.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,3,1,5003,
R002722.01,2026-03-29 19:40:00,Mika T.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R002722.01,2026-03-29 19:32:00,Mika T.,P-6001,Craft IPA (Brassneck),B-IPA,Sent,10.00,11.50,1,15.0,1.50,11.50,10.00,Beer,Beverage,2,1,6001,
R002723.01,2026-03-29 19:52:00,Olivia C.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R002723.01,2026-03-29 19:56:00,Olivia C.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,2,2,2004,
R002723.01,2026-03-29 19:56:00,Olivia C.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,1,1,4001,
R002723.01,2026-03-29 19:53:00,Olivia C.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,2,1,1004,
R002723.01,2026-03-29 20:01:00,Olivia C.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,1,2,2010,
R002723.01,2026-03-29 19:53:00,Olivia C.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,2,3,3001,
R002723.01,2026-03-29 19:57:00,Olivia C.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,1,1,4001,
R002723.01,2026-03-29 19:53:00,Olivia C.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,2,1,4003,
R002724.01,2026-03-29 21:03:00,Priya S.,P-2001,Pan-Seared Sablefish,SABL-PAN,Sent,42.00,44.10,1,5.0,2.10,44.10,42.00,Mains,Food,1,2,2001,
R002724.01,2026-03-29 21:10:00,Priya S.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,2,1,5003,
R002724.01,2026-03-29 21:00:00,Priya S.,P-4003,Sakura Spritz,SAK-SPR,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Cocktails,Beverage,3,1,4003,
R002724.01,2026-03-29 21:09:00,Priya S.,P-2007,Mushroom Risotto,MUSH-RIS,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Mains,Food,4,2,2007,
R002724.01,2026-03-29 21:05:00,Priya S.,P-3001,Yuzu Cheesecake,YUZU-CK,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Desserts,Food,1,3,3001,
R002724.01,2026-03-29 21:09:00,Priya S.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,2,1,1004,
R002724.01,2026-03-29 21:10:00,Priya S.,P-2008,Seafood Linguine,SEA-LING,Sent,36.00,37.80,1,5.0,1.80,37.80,36.00,Mains,Food,3,2,2008,
R002724.01,2026-03-29 21:04:00,Priya S.,P-4001,Ember Old Fashioned,EMB-OF,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Cocktails,Beverage,4,1,4001,
R002724.01,2026-03-29 21:00:00,Priya S.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R002724.01,2026-03-29 21:10:00,Priya S.,P-2005,Duck Breast & Soba,DUCK-SOB,Sent,41.00,43.05,1,5.0,2.05,43.05,41.00,Mains,Food,2,2,2005,
R002724.01,2026-03-29 21:06:00,Priya S.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,3,3,3004,
R002725.01,2026-03-29 19:12:00,Sarah M.,P-2003,Wild Salmon Bowl,SALM-BWL,Sent,34.00,35.70,1,5.0,1.70,35.70,34.00,Mains,Food,1,2,2003,
R002725.01,2026-03-29 19:15:00,Sarah M.,P-3004,Seasonal Fruit Tart,FRUIT-TRT,Sent,15.00,15.75,1,5.0,0.75,15.75,15.00,Desserts,Food,2,3,3004,
R002725.01,2026-03-29 19:15:00,Sarah M.,P-1004,Dungeness Crab Cake,CRAB-CK,Sent,21.00,22.05,1,5.0,1.05,22.05,21.00,Appetizers,Food,1,1,1004,
R002725.01,2026-03-29 19:08:00,Sarah M.,P-2009,Lamb Rack,LAMB-RCK,Sent,52.00,54.60,1,5.0,2.60,54.60,52.00,Mains,Food,2,2,2009,
R002726.01,2026-03-29 19:25:00,James L.,P-1003,Roasted Beet Salad,BEET-SAL,Sent,17.00,17.85,1,5.0,0.85,17.85,17.00,Appetizers,Food,1,1,1003,
R002726.01,2026-03-29 19:22:00,James L.,P-2009,Lamb Rack,LAMB-RCK,Sent,52.00,54.60,1,5.0,2.60,54.60,52.00,Mains,Food,2,2,2009,
R002726.01,2026-03-29 19:30:00,James L.,P-5005,Glass — Rosé,W-ROSE,Sent,15.00,17.25,1,15.0,2.25,17.25,15.00,Wine,Beverage,1,1,5005,
R002726.01,2026-03-29 19:24:00,James L.,P-2004,Miso-Braised Short Rib,MISO-RIB,Sent,44.00,46.20,1,5.0,2.20,46.20,44.00,Mains,Food,2,2,2004,
R002726.01,2026-03-29 19:31:00,James L.,P-5002,Glass — Chardonnay (Okanagan),W-CHARD,Sent,18.00,20.70,1,15.0,2.70,20.70,18.00,Wine,Beverage,1,1,5002,
R002727.01,2026-03-29 20:45:00,James L.,P-2008,Seafood Linguine,SEA-LING,Sent,40.00,42.00,1,5.0,2.00,42.00,40.00,Mains,Food,1,2,2008,
R002727.01,2026-03-29 20:49:00,James L.,P-5003,Glass — Pinot Noir (BC),W-PN-BC,Sent,19.00,21.85,1,15.0,2.85,21.85,19.00,Wine,Beverage,2,1,5003,
R002727.01,2026-03-29 20:50:00,James L.,P-2010,Teriyaki Chicken,TERI-CHK,Sent,26.00,27.30,1,5.0,1.30,27.30,26.00,Mains,Food,1,2,2010,
R002727.01,2026-03-29 20:43:00,James L.,P-5001,Glass — Pinot Gris (BC),W-PG-BC,Sent,16.00,18.40,1,15.0,2.40,18.40,16.00,Wine,Beverage,2,1,5001,
R002728.01,2026-03-29 19:30:00,Priya S.,P-2009,Lamb Rack,LAMB-RCK,Sent,52.00,54.60,1,5.0,2.60,54.60,52.00,Mains,Food,1,2,2009,
