Platform,Order_ID,Order_Date,Order_Status,Dining_Mode,Gross_Sales,Tax,GST,PST,Tip,Commission_Amount,Commission_Rate,Marketing_Fee,Promo_Cost_Restaurant,Promo_Cost_Platform,Service_Fee,Adjustments,Net_Payout,Payout_Date,Item_Count,Customer_Type,Prep_Time_Minutes,Delivery_Time_Minutes,Customer_Rating,POS_Transaction_ID
Uber Eats,UE-00000218,2026-03-21 13:16:00,Completed,Delivery,89.00,10.68,4.45,6.23,8.00,-26.70,0.30,-0.00,-0.00,0.00,-1.47,0.00,71.51,2026-03-25,3,Returning,14.7,34.5,5.0,
Uber Eats,UE-00000219,2026-03-21 15:33:00,Completed,Delivery,61.00,7.32,3.05,4.27,5.00,-18.30,0.30,-3.00,-0.00,2.00,-0.93,0.00,48.09,2026-03-28,3,New,12.7,47.4,,
DoorDash,DD-00000138,2026-03-21 20:26:00,Completed,Delivery,39.00,4.68,1.95,2.73,5.00,-9.75,0.25,-0.00,-3.00,2.00,-0.81,0.00,32.12,2026-03-24,3,New,12.8,43.5,5.0,
DoorDash,DD-00000139,2026-03-21 20:47:00,Completed,Delivery,40.00,4.80,2.00,2.80,0.00,-10.00,0.25,-0.00,-0.00,0.00,-0.50,0.00,34.30,2026-03-26,3,Returning,18.8,34.8,5.0,
DoorDash,DD-00000140,2026-03-21 12:41:00,Completed,Delivery,73.00,8.76,3.65,5.11,2.00,-18.25,0.25,-1.50,-3.00,0.00,-0.69,0.00,58.32,2026-03-27,3,Returning,30.4,30.7,5.0,
DoorDash,DD-00000141,2026-03-21 17:31:00,Completed,Delivery,34.00,4.08,1.70,2.38,4.00,-8.50,0.25,-0.00,-0.00,0.00,-1.12,0.00,28.46,2026-03-26,2,Returning,14.9,47.1,5.0,
DoorDash,DD-00000142,2026-03-21 20:16:00,Completed,Delivery,86.00,10.32,4.30,6.02,3.00,-21.50,0.25,-1.50,-0.00,2.00,-1.23,0.00,74.09,2026-03-28,3,Returning,29.0,44.8,4.5,
Uber Eats,UE-00000220,2026-03-21 14:39:00,Completed,Delivery,77.00,9.24,3.85,5.39,0.00,-23.10,0.30,-0.00,-0.00,0.00,-0.63,0.00,62.51,2026-03-24,5,Returning,34.9,39.6,4.0,
DoorDash,DD-00000143,2026-03-22 19:05:00,Completed,Delivery,137.00,16.44,6.85,9.59,0.00,-34.25,0.25,-3.00,-0.00,0.00,-0.75,0.00,115.44,2026-03-29,4,Returning,13.0,32.7,3.5,
Uber Eats,UE-00000221,2026-03-22 13:47:00,Completed,Delivery,31.00,3.72,1.55,2.17,2.00,-9.30,0.30,-0.00,-0.00,2.00,-1.24,0.00,26.18,2026-03-25,2,New,28.3,38.2,5.0,
Uber Eats,UE-00000222,2026-03-22 13:59:00,Completed,Delivery,59.00,7.08,2.95,4.13,0.00,-17.70,0.30,-3.00,-0.00,0.00,-0.55,0.00,44.83,2026-03-28,4,New,15.6,47.1,3.0,
Uber Eats,UE-00000223,2026-03-22 17:40:00,Completed,Delivery,40.00,4.80,2.00,2.80,0.00,-12.00,0.30,-0.00,-0.00,0.00,-0.60,0.00,32.20,2026-03-28,3,Returning,14.4,22.3,4.5,
Uber Eats,UE-00000224,2026-03-22 13:02:00,Completed,Delivery,16.00,1.92,0.80,1.12,2.00,-4.80,0.30,-1.50,-0.00,0.00,-1.44,0.00,10.18,2026-03-29,2,Returning,29.6,25.0,,
Uber Eats,UE-00000225,2026-03-22 14:20:00,Completed,Delivery,18.00,2.16,0.90,1.26,0.00,-5.40,0.30,-2.00,-0.00,2.00,-1.17,0.00,13.59,2026-03-25,3,Returning,18.4,45.4,5.0,
DoorDash,DD-00000144,2026-03-22 18:04:00,Completed,Delivery,60.00,7.20,3.00,4.20,2.00,-15.00,0.25,-2.00,-5.00,0.00,-0.72,0.00,44.48,2026-03-27,4,Returning,28.3,34.7,4.5,
DoorDash,DD-00000145,2026-03-22 20:31:00,Completed,Delivery,84.00,10.08,4.20,5.88,2.00,-21.00,0.25,-2.00,-0.00,0.00,-0.94,0.00,70.14,2026-03-29,3,Returning,13.0,40.9,4.5,
DoorDash,DD-00000146,2026-03-22 13:14:00,Completed,Delivery,51.00,6.12,2.55,3.57,0.00,-12.75,0.25,-0.00,-5.00,2.00,-1.04,0.00,40.33,2026-03-25,3,Returning,29.9,26.5,4.5,
DoorDash,DD-00000147,2026-03-22 19:39:00,Completed,Delivery,84.00,10.08,4.20,5.88,3.00,-21.00,0.25,-0.00,-0.00,0.00,-1.12,0.00,71.96,2026-03-28,5,Returning,28.1,22.7,5.0,
Uber Eats,UE-00000226,2026-03-22 12:51:00,Completed,Delivery,38.00,4.56,1.90,2.66,2.00,-11.40,0.30,-0.00,-2.00,1.00,-1.49,0.00,28.67,2026-03-25,2,Returning,13.5,19.3,,
DoorDash,DD-00000148,2026-03-22 12:59:00,Completed,Delivery,81.00,9.72,4.05,5.67,4.00,-20.25,0.25,-3.00,-3.00,0.00,-0.64,0.00,63.83,2026-03-26,5,New,21.9,46.9,4.5,
DoorDash,DD-00000149,2026-03-22 17:57:00,Completed,Delivery,31.00,3.72,1.55,2.17,3.00,-7.75,0.25,-3.00,-0.00,0.00,-1.16,0.00,22.81,2026-03-26,2,New,30.3,26.8,,
Uber Eats,UE-00000227,2026-03-22 11:52:00,Completed,Delivery,67.00,8.04,3.35,4.69,0.00,-20.10,0.30,-0.00,-0.00,0.00,-1.30,0.00,53.64,2026-03-29,2,Returning,19.2,34.1,4.0,
DoorDash,DD-00000150,2026-03-22 16:34:00,Completed,Delivery,35.00,4.20,1.75,2.45,4.00,-8.75,0.25,-2.00,-5.00,0.00,-1.41,0.00,22.04,2026-03-27,2,Returning,29.2,30.9,4.5,
Uber Eats,UE-00000228,2026-03-22 20:05:00,Completed,Delivery,82.00,9.84,4.10,5.74,0.00,-24.60,0.30,-0.00,-3.00,0.00,-0.89,0.00,63.35,2026-03-26,4,Returning,13.4,21.2,5.0,
Uber Eats,UE-00000229,2026-03-22 20:40:00,Completed,Delivery,72.00,8.64,3.60,5.04,0.00,-21.60,0.30,-1.50,-0.00,0.00,-1.01,0.00,56.53,2026-03-28,4,New,29.9,43.9,,
Uber Eats,UE-00000230,2026-03-23 16:37:00,Completed,Delivery,121.00,14.52,6.05,8.47,0.00,-36.30,0.30,-0.00,-2.00,1.00,-1.08,0.00,97.14,2026-03-26,4,Returning,19.8,27.4,4.5,
DoorDash,DD-00000151,2026-03-23 20:10:00,Completed,Delivery,63.00,7.56,3.15,4.41,3.00,-15.75,0.25,-0.00,-0.00,0.00,-1.20,0.00,53.61,2026-03-27,4,Returning,16.7,33.2,4.0,
DoorDash,DD-00000152,2026-03-23 17:24:00,Completed,Delivery,53.00,6.36,2.65,3.71,0.00,-13.25,0.25,-1.50,-0.00,0.00,-1.32,0.00,43.29,2026-03-27,4,New,26.6,21.0,4.5,
Uber Eats,UE-00000231,2026-03-23 14:10:00,Completed,Delivery,64.00,7.68,3.20,4.48,2.00,-19.20,0.30,-3.00,-2.00,0.00,-0.70,0.00,46.78,2026-03-27,4,Returning,21.9,46.7,5.0,
Uber Eats,UE-00000232,2026-03-23 19:47:00,Completed,Delivery,55.00,6.60,2.75,3.85,3.00,-16.50,0.30,-0.00,-0.00,1.00,-1.32,0.00,44.78,2026-03-29,3,New,16.3,46.6,5.0,
Uber Eats,UE-00000233,2026-03-23 13:56:00,Completed,Delivery,27.00,3.24,1.35,1.89,3.00,-8.10,0.30,-3.00,-2.00,0.00,-0.91,0.00,16.23,2026-03-26,2,New,29.8,32.7,3.5,
DoorDash,DD-00000153,2026-03-23 17:21:00,Completed,Delivery,119.00,14.28,5.95,8.33,3.00,-29.75,0.25,-1.50,-0.00,2.00,-0.53,0.00,103.50,2026-03-26,3,Returning,29.4,46.8,3.5,
Uber Eats,UE-00000234,2026-03-23 18:27:00,Completed,Delivery,35.00,4.20,1.75,2.45,0.00,-10.50,0.30,-3.00,-5.00,2.00,-0.56,0.00,22.14,2026-03-27,3,New,23.8,30.5,5.0,
Uber Eats,UE-00000235,2026-03-23 11:57:00,Completed,Delivery,68.00,8.16,3.40,4.76,6.00,-20.40,0.30,-2.00,-0.00,0.00,-0.94,0.00,52.82,2026-03-27,3,Returning,31.3,32.3,3.0,
Uber Eats,UE-00000236,2026-03-24 13:54:00,Completed,Delivery,81.00,9.72,4.05,5.67,5.00,-24.30,0.30,-3.00,-0.00,0.00,-0.53,0.00,62.89,2026-03-29,4,Returning,28.4,33.4,3.0,
DoorDash,DD-00000154,2026-03-24 19:23:00,Completed,Delivery,63.00,7.56,3.15,4.41,6.00,-15.75,0.25,-0.00,-0.00,2.00,-0.83,0.00,55.98,2026-03-30,3,Returning,26.1,35.8,4.0,
DoorDash,DD-00000155,2026-03-24 11:33:00,Completed,Delivery,73.00,8.76,3.65,5.11,6.00,-18.25,0.25,-0.00,-0.00,0.00,-1.09,0.00,62.42,2026-03-30,3,Returning,27.5,49.0,4.5,
DoorDash,DD-00000156,2026-03-24 12:51:00,Completed,Delivery,109.00,13.08,5.45,7.63,3.00,-27.25,0.25,-0.00,-3.00,0.00,-1.34,0.00,90.49,2026-03-31,3,New,20.8,35.7,3.0,
Uber Eats,UE-00000237,2026-03-24 13:21:00,Completed,Delivery,49.00,5.88,2.45,3.43,3.00,-14.70,0.30,-2.00,-2.00,0.00,-1.27,0.00,34.91,2026-03-27,2,Returning,15.2,38.1,4.5,
Uber Eats,UE-00000238,2026-03-24 13:36:00,Completed,Delivery,72.00,8.64,3.60,5.04,0.00,-21.60,0.30,-0.00,-3.00,2.00,-1.38,0.00,56.66,2026-03-30,2,Returning,15.7,45.4,,
Uber Eats,UE-00000239,2026-03-24 12:51:00,Completed,Delivery,85.00,10.20,4.25,5.95,2.00,-25.50,0.30,-0.00,-0.00,1.00,-0.65,0.00,70.05,2026-03-28,4,Returning,15.8,34.6,4.5,
DoorDash,DD-00000157,2026-03-24 15:10:00,Completed,Delivery,93.00,11.16,4.65,6.51,5.00,-23.25,0.25,-0.00,-0.00,1.00,-0.83,0.00,81.08,2026-03-30,3,Returning,30.1,39.7,3.5,
Uber Eats,UE-00000240,2026-03-24 16:15:00,Completed,Delivery,62.00,7.44,3.10,4.34,6.00,-18.60,0.30,-0.00,-0.00,2.00,-0.64,0.00,52.20,2026-03-29,3,New,31.4,24.9,4.5,
DoorDash,DD-00000158,2026-03-24 19:12:00,Completed,Delivery,93.00,11.16,4.65,6.51,4.00,-23.25,0.25,-1.50,-0.00,2.00,-0.76,0.00,80.65,2026-03-31,3,Returning,33.6,37.7,4.0,
Uber Eats,UE-00000241,2026-03-24 15:53:00,Completed,Delivery,105.00,12.60,5.25,7.35,4.00,-31.50,0.30,-0.00,-0.00,0.00,-0.77,0.00,85.33,2026-03-31,3,Returning,34.7,25.5,4.5,
Uber Eats,UE-00000242,2026-03-24 20:37:00,Completed,Delivery,80.00,9.60,4.00,5.60,0.00,-24.00,0.30,-2.00,-5.00,0.00,-0.50,0.00,58.10,2026-03-30,4,Returning,14.2,35.8,,
Uber Eats,UE-00000243,2026-03-25 16:24:00,Completed,Delivery,72.00,8.64,3.60,5.04,0.00,-21.60,0.30,-3.00,-0.00,0.00,-1.00,0.00,55.04,2026-03-31,2,Returning,14.0,20.9,5.0,
DoorDash,DD-00000159,2026-03-25 19:51:00,Completed,Delivery,34.00,4.08,1.70,2.38,2.00,-8.50,0.25,-1.50,-0.00,1.00,-0.51,0.00,28.57,2026-03-31,2,Returning,28.9,31.8,4.0,
DoorDash,DD-00000160,2026-03-25 20:12:00,Canceled,Delivery,47.00,5.64,2.35,3.29,5.00,-11.75,0.25,-3.00,-3.00,0.00,-1.47,0.00,0.00,2026-04-01,2,New,28.3,42.8,,
DoorDash,DD-00000161,2026-03-25 20:41:00,Completed,Delivery,79.00,9.48,3.95,5.53,4.00,-19.75,0.25,-2.00,-0.00,0.00,-1.49,0.00,65.24,2026-03-30,3,Returning,29.9,42.5,4.5,
Uber Eats,UE-00000244,2026-03-25 18:44:00,Completed,Delivery,91.00,10.92,4.55,6.37,4.00,-27.30,0.30,-0.00,-3.00,0.00,-0.88,0.00,70.74,2026-03-29,3,Returning,25.8,46.0,4.0,
DoorDash,DD-00000162,2026-03-25 19:04:00,Completed,Delivery,52.00,6.24,2.60,3.64,0.00,-13.00,0.25,-0.00,-5.00,0.00,-1.02,0.00,39.22,2026-04-01,3,New,17.1,35.8,4.5,
Uber Eats,UE-00000245,2026-03-25 13:19:00,Completed,Delivery,46.00,5.52,2.30,3.22,2.00,-13.80,0.30,-2.00,-0.00,0.00,-0.59,0.00,35.13,2026-03-28,3,Returning,24.8,40.4,5.0,
Uber Eats,UE-00000246,2026-03-25 13:21:00,Canceled,Delivery,91.00,10.92,4.55,6.37,2.00,-27.30,0.30,-0.00,-5.00,0.00,-0.66,0.00,0.00,2026-03-29,4,New,19.2,49.4,,
Uber Eats,UE-00000247,2026-03-25 17:05:00,Completed,Delivery,105.00,12.60,5.25,7.35,3.00,-31.50,0.30,-3.00,-0.00,0.00,-0.71,0.00,82.39,2026-04-01,3,Returning,18.4,42.6,4.0,
DoorDash,DD-00000163,2026-03-25 18:36:00,Completed,Delivery,139.00,16.68,6.95,9.73,6.00,-34.75,0.25,-0.00,-0.00,1.00,-0.99,0.00,120.94,2026-03-30,5,Returning,21.9,19.1,4.5,
Uber Eats,UE-00000248,2026-03-25 18:13:00,Canceled,Delivery,42.00,5.04,2.10,2.94,0.00,-12.60,0.30,-3.00,-0.00,0.00,-0.59,0.00,0.00,2026-03-31,3,New,27.2,29.8,,
Uber Eats,UE-00000249,2026-03-25 16:36:00,Completed,Delivery,128.00,15.36,6.40,8.96,4.00,-38.40,0.30,-3.00,-5.00,2.00,-1.25,0.00,97.71,2026-03-28,4,Returning,29.6,20.4,5.0,
Uber Eats,UE-00000250,2026-03-25 16:24:00,Completed,Delivery,60.00,7.20,3.00,4.20,0.00,-18.00,0.30,-3.00,-0.00,2.00,-0.63,0.00,47.57,2026-03-30,4,New,18.9,41.4,5.0,
DoorDash,DD-00000164,2026-03-25 20:04:00,Completed,Delivery,36.00,4.32,1.80,2.52,4.00,-9.00,0.25,-0.00,-0.00,0.00,-1.09,0.00,30.23,2026-03-30,2,New,30.1,46.7,4.5,
Uber Eats,UE-00000251,2026-03-26 15:54:00,Completed,Delivery,129.00,15.48,6.45,9.03,8.00,-38.70,0.30,-1.50,-0.00,0.00,-0.75,0.00,103.53,2026-03-29,5,Returning,27.0,46.6,,
DoorDash,DD-00000165,2026-03-26 12:21:00,Completed,Delivery,72.00,8.64,3.60,5.04,2.00,-18.00,0.25,-3.00,-0.00,0.00,-1.46,0.00,58.18,2026-03-30,3,New,34.7,24.6,5.0,
Uber Eats,UE-00000252,2026-03-26 16:00:00,Completed,Delivery,105.00,12.60,5.25,7.35,3.00,-31.50,0.30,-0.00,-3.00,1.00,-1.36,0.00,82.74,2026-03-31,5,Returning,15.1,39.8,4.0,
Uber Eats,UE-00000253,2026-03-26 14:23:00,Completed,Delivery,33.00,3.96,1.65,2.31,3.00,-9.90,0.30,-0.00,-2.00,1.00,-1.04,0.00,25.02,2026-03-31,2,Returning,28.9,31.4,,
DoorDash,DD-00000166,2026-03-26 15:01:00,Completed,Delivery,99.00,11.88,4.95,6.93,8.00,-24.75,0.25,-2.00,-2.00,1.00,-1.48,0.00,81.65,2026-03-30,4,Returning,17.5,47.6,,
Uber Eats,UE-00000254,2026-03-26 13:56:00,Completed,Delivery,117.00,14.04,5.85,8.19,0.00,-35.10,0.30,-2.00,-0.00,1.00,-0.79,0.00,94.15,2026-03-30,4,Returning,25.8,33.9,5.0,
DoorDash,DD-00000167,2026-03-26 19:14:00,Completed,Delivery,38.00,4.56,1.90,2.66,4.00,-9.50,0.25,-0.00,-0.00,2.00,-1.11,0.00,33.95,2026-03-29,3,New,20.7,25.6,5.0,
Uber Eats,UE-00000255,2026-03-26 19:59:00,Completed,Delivery,71.00,8.52,3.55,4.97,0.00,-21.30,0.30,-3.00,-5.00,0.00,-1.04,0.00,49.18,2026-03-30,3,Returning,24.6,28.9,4.0,
DoorDash,DD-00000168,2026-03-26 13:35:00,Completed,Delivery,92.00,11.04,4.60,6.44,2.00,-23.00,0.25,-0.00,-0.00,0.00,-1.28,0.00,78.76,2026-04-02,5,Returning,19.5,22.6,3.5,
Uber Eats,UE-00000256,2026-03-26 17:49:00,Completed,Delivery,98.00,11.76,4.90,6.86,5.00,-29.40,0.30,-1.50,-0.00,0.00,-0.88,0.00,77.98,2026-04-01,3,New,16.1,20.4,4.5,
Uber Eats,UE-00000257,2026-03-26 11:33:00,Completed,Delivery,89.00,10.68,4.45,6.23,4.00,-26.70,0.30,-0.00,-0.00,2.00,-1.19,0.00,73.79,2026-03-30,2,New,34.4,27.8,4.5,
Uber Eats,UE-00000258,2026-03-26 15:45:00,Completed,Delivery,96.00,11.52,4.80,6.72,5.00,-28.80,0.30,-1.50,-0.00,2.00,-0.84,0.00,78.38,2026-03-29,4,Returning,29.7,42.8,5.0,
Uber Eats,UE-00000259,2026-03-26 12:12:00,Completed,Delivery,25.00,3.00,1.25,1.75,2.00,-7.50,0.30,-0.00,-5.00,0.00,-1.40,0.00,14.10,2026-03-31,3,Returning,18.0,49.6,5.0,
DoorDash,DD-00000169,2026-03-26 13:46:00,Completed,Delivery,50.00,6.00,2.50,3.50,3.00,-12.50,0.25,-2.00,-0.00,1.00,-1.30,0.00,41.20,2026-03-30,3,New,13.0,38.4,,
Uber Eats,UE-00000260,2026-03-26 12:13:00,Completed,Delivery,49.00,5.88,2.45,3.43,3.00,-14.70,0.30,-2.00,-2.00,2.00,-0.52,0.00,37.66,2026-03-29,3,New,16.2,45.0,5.0,
Uber Eats,UE-00000261,2026-03-26 19:39:00,Completed,Delivery,76.00,9.12,3.80,5.32,4.00,-22.80,0.30,-3.00,-5.00,0.00,-1.06,0.00,53.26,2026-03-29,3,New,24.4,46.9,4.5,
Uber Eats,UE-00000262,2026-03-26 13:44:00,Completed,Delivery,88.00,10.56,4.40,6.16,0.00,-26.40,0.30,-0.00,-0.00,1.00,-1.24,0.00,71.92,2026-03-30,3,Returning,29.7,33.1,4.0,
Uber Eats,UE-00000263,2026-03-26 17:13:00,Completed,Delivery,13.00,1.56,0.65,0.91,0.00,-3.90,0.30,-3.00,-3.00,0.00,-1.45,0.00,3.21,2026-03-31,2,Returning,14.8,35.1,4.0,
DoorDash,DD-00000170,2026-03-27 20:03:00,Completed,Delivery,104.00,12.48,5.20,7.28,4.00,-26.00,0.25,-0.00,-0.00,0.00,-0.78,0.00,89.70,2026-04-01,3,New,30.6,32.1,,
Uber Eats,UE-00000264,2026-03-27 20:37:00,Completed,Delivery,72.00,8.64,3.60,5.04,0.00,-21.60,0.30,-0.00,-2.00,0.00,-1.13,0.00,55.91,2026-03-30,4,Returning,22.3,41.0,4.5,
DoorDash,DD-00000171,2026-03-27 13:30:00,Completed,Delivery,89.00,10.68,4.45,6.23,3.00,-22.25,0.25,-3.00,-0.00,0.00,-1.14,0.00,73.29,2026-03-30,3,New,29.6,42.3,3.5,
DoorDash,DD-00000172,2026-03-27 14:52:00,Completed,Delivery,64.00,7.68,3.20,4.48,6.00,-16.00,0.25,-2.00,-0.00,1.00,-0.91,0.00,53.77,2026-03-30,2,Returning,18.9,37.3,3.0,
DoorDash,DD-00000173,2026-03-27 14:21:00,Completed,Delivery,44.00,5.28,2.20,3.08,5.00,-11.00,0.25,-2.00,-2.00,1.00,-0.65,0.00,34.63,2026-04-02,3,New,17.3,41.4,5.0,
DoorDash,DD-00000174,2026-03-27 20:37:00,Completed,Delivery,102.00,12.24,5.10,7.14,3.00,-25.50,0.25,-3.00,-0.00,0.00,-0.97,0.00,84.77,2026-04-01,4,Returning,20.1,32.7,5.0,
DoorDash,DD-00000175,2026-03-27 18:53:00,Completed,Delivery,121.00,14.52,6.05,8.47,8.00,-30.25,0.25,-0.00,-2.00,1.00,-1.04,0.00,103.23,2026-04-01,3,New,15.8,36.0,4.0,
DoorDash,DD-00000176,2026-03-27 11:45:00,Completed,Delivery,60.00,7.20,3.00,4.20,4.00,-15.00,0.25,-1.50,-3.00,0.00,-0.63,0.00,47.07,2026-04-01,3,Returning,15.6,42.1,4.5,
DoorDash,DD-00000177,2026-03-27 13:18:00,Completed,Delivery,98.00,11.76,4.90,6.86,4.00,-24.50,0.25,-0.00,-0.00,1.00,-1.26,0.00,85.00,2026-03-30,5,New,20.7,24.2,5.0,
DoorDash,DD-00000178,2026-03-27 11:53:00,Completed,Delivery,95.00,11.40,4.75,6.65,3.00,-23.75,0.25,-0.00,-0.00,0.00,-1.27,0.00,81.38,2026-04-03,3,Returning,31.5,27.6,,
Uber Eats,UE-00000265,2026-03-27 18:38:00,Completed,Delivery,52.00,6.24,2.60,3.64,4.00,-15.60,0.30,-0.00,-0.00,0.00,-0.53,0.00,42.11,2026-04-01,2,Returning,28.9,43.0,5.0,
Uber Eats,UE-00000266,2026-03-27 16:12:00,Canceled,Delivery,141.00,16.92,7.05,9.87,0.00,-42.30,0.30,-1.50,-2.00,0.00,-0.62,0.00,0.00,2026-04-02,5,Returning,16.7,46.1,,
DoorDash,DD-00000179,2026-03-27 15:59:00,Completed,Delivery,24.00,2.88,1.20,1.68,0.00,-6.00,0.25,-3.00,-0.00,0.00,-0.87,0.00,17.01,2026-03-30,2,New,25.8,24.4,5.0,
Uber Eats,UE-00000267,2026-03-27 18:53:00,Completed,Delivery,75.00,9.00,3.75,5.25,2.00,-22.50,0.30,-3.00,-0.00,0.00,-1.28,0.00,57.22,2026-04-01,3,Returning,29.0,35.0,,
DoorDash,DD-00000180,2026-03-27 18:28:00,Completed,Delivery,69.00,8.28,3.45,4.83,5.00,-17.25,0.25,-0.00,-0.00,1.00,-0.59,0.00,60.44,2026-04-02,3,New,23.1,33.1,,
Uber Eats,UE-00000268,2026-03-27 18:24:00,Completed,Delivery,36.00,4.32,1.80,2.52,4.00,-10.80,0.30,-3.00,-0.00,0.00,-0.51,0.00,26.01,2026-04-03,2,Returning,23.5,37.3,5.0,
Uber Eats,UE-00000269,2026-03-27 16:49:00,Completed,Delivery,60.00,7.20,3.00,4.20,8.00,-18.00,0.30,-3.00,-0.00,0.00,-0.95,0.00,45.25,2026-03-31,3,New,24.3,40.7,4.0,
Uber Eats,UE-00000270,2026-03-27 16:32:00,Completed,Delivery,106.00,12.72,5.30,7.42,0.00,-31.80,0.30,-1.50,-0.00,2.00,-1.37,0.00,86.05,2026-04-01,5,Returning,33.4,29.3,,
DoorDash,DD-00000181,2026-03-27 12:40:00,Completed,Delivery,26.00,3.12,1.30,1.82,4.00,-6.50,0.25,-3.00,-0.00,0.00,-0.79,0.00,18.83,2026-03-30,2,New,34.2,37.2,4.0,
Uber Eats,UE-00000271,2026-03-27 17:28:00,Completed,Delivery,44.00,5.28,2.20,3.08,4.00,-13.20,0.30,-1.50,-0.00,0.00,-1.13,0.00,33.45,2026-04-03,2,Returning,23.0,24.7,4.5,
DoorDash,DD-00000182,2026-03-27 15:32:00,Completed,Delivery,57.00,6.84,2.85,3.99,0.00,-14.25,0.25,-2.00,-5.00,0.00,-0.89,0.00,41.70,2026-03-31,3,Returning,15.1,33.9,5.0,
Uber Eats,UE-00000272,2026-03-27 12:13:00,Completed,Delivery,83.00,9.96,4.15,5.81,4.00,-24.90,0.30,-0.00,-0.00,1.00,-1.46,0.00,67.60,2026-03-30,3,Returning,19.5,39.6,5.0,
Uber Eats,UE-00000273,2026-03-27 14:37:00,Completed,Delivery,125.00,15.00,6.25,8.75,5.00,-37.50,0.30,-0.00,-3.00,0.00,-1.01,0.00,98.49,2026-04-02,5,Returning,14.1,27.2,,
Uber Eats,UE-00000274,2026-03-28 13:11:00,Completed,Delivery,89.00,10.68,4.45,6.23,4.00,-26.70,0.30,-1.50,-0.00,0.00,-1.13,0.00,70.35,2026-04-04,4,New,35.0,49.2,4.5,
Uber Eats,UE-00000275,2026-03-28 18:30:00,Canceled,Delivery,62.00,7.44,3.10,4.34,3.00,-18.60,0.30,-1.50,-0.00,0.00,-0.61,0.00,0.00,2026-03-31,3,New,16.4,26.9,,
Uber Eats,UE-00000276,2026-03-28 12:17:00,Completed,Delivery,93.00,11.16,4.65,6.51,4.00,-27.90,0.30,-3.00,-5.00,0.00,-0.62,0.00,67.64,2026-04-03,4,Returning,15.5,25.4,,
DoorDash,DD-00000183,2026-03-28 20:40:00,Completed,Delivery,146.00,17.52,7.30,10.22,2.00,-36.50,0.25,-1.50,-0.00,0.00,-0.69,0.00,124.83,2026-04-03,5,New,19.9,41.6,3.5,
Uber Eats,UE-00000277,2026-03-28 17:59:00,Completed,Delivery,46.00,5.52,2.30,3.22,5.00,-13.80,0.30,-2.00,-5.00,0.00,-0.66,0.00,30.06,2026-04-04,3,Returning,23.6,37.4,5.0,
DoorDash,DD-00000184,2026-03-28 18:11:00,Completed,Delivery,66.00,7.92,3.30,4.62,4.00,-16.50,0.25,-1.50,-0.00,2.00,-1.32,0.00,56.60,2026-04-03,2,New,15.7,20.4,3.0,
DoorDash,DD-00000185,2026-03-28 16:44:00,Completed,Delivery,84.00,10.08,4.20,5.88,0.00,-21.00,0.25,-0.00,-0.00,2.00,-0.84,0.00,74.24,2026-04-03,4,New,30.5,45.3,,
DoorDash,DD-00000186,2026-03-28 17:42:00,Completed,Delivery,44.00,5.28,2.20,3.08,2.00,-11.00,0.25,-2.00,-0.00,0.00,-1.09,0.00,35.19,2026-04-03,3,New,25.6,20.5,5.0,
DoorDash,DD-00000187,2026-03-28 14:43:00,Completed,Delivery,52.00,6.24,2.60,3.64,5.00,-13.00,0.25,-0.00,-3.00,0.00,-1.41,0.00,40.83,2026-04-04,3,New,34.2,32.3,4.5,
Uber Eats,UE-00000278,2026-03-28 17:07:00,Completed,Delivery,67.00,8.04,3.35,4.69,3.00,-20.10,0.30,-2.00,-3.00,1.00,-0.68,0.00,50.26,2026-04-04,2,Returning,21.6,39.7,4.0,
Uber Eats,UE-00000279,2026-03-28 20:32:00,Completed,Delivery,21.00,2.52,1.05,1.47,5.00,-6.30,0.30,-0.00,-2.00,0.00,-1.11,0.00,14.11,2026-04-01,2,Returning,13.0,46.8,,
Uber Eats,UE-00000280,2026-03-28 18:42:00,Completed,Delivery,50.00,6.00,2.50,3.50,3.00,-15.00,0.30,-2.00,-0.00,0.00,-0.61,0.00,38.39,2026-04-04,3,Returning,33.7,27.2,4.5,
DoorDash,DD-00000188,2026-03-28 14:55:00,Completed,Delivery,37.00,4.44,1.85,2.59,2.00,-9.25,0.25,-0.00,-3.00,1.00,-0.92,0.00,29.27,2026-04-04,3,New,25.7,25.8,5.0,
Uber Eats,UE-00000281,2026-03-28 16:17:00,Completed,Delivery,125.00,15.00,6.25,8.75,4.00,-37.50,0.30,-1.50,-0.00,0.00,-1.01,0.00,99.99,2026-04-02,4,Returning,18.4,41.6,,
Uber Eats,UE-00000282,2026-03-28 14:48:00,Completed,Delivery,31.00,3.72,1.55,2.17,2.00,-9.30,0.30,-0.00,-0.00,2.00,-0.78,0.00,26.64,2026-04-01,2,New,21.3,43.0,5.0,
DoorDash,DD-00000189,2026-03-28 13:48:00,Completed,Delivery,27.00,3.24,1.35,1.89,2.00,-6.75,0.25,-1.50,-5.00,0.00,-0.88,0.00,16.11,2026-04-03,2,Returning,28.9,18.9,,
DoorDash,DD-00000190,2026-03-28 19:29:00,Canceled,Delivery,62.00,7.44,3.10,4.34,4.00,-15.50,0.25,-2.00,-0.00,0.00,-1.18,0.00,0.00,2026-04-04,3,Returning,20.2,44.6,,
