Platform,Order_ID,Order_Date,Order_Status,Dining_Mode,Gross_Sales,Tax,GST,PST,Tip,Commission_Amount,Commission_Rate,Marketing_Fee,Promo_Cost_Restaurant,Promo_Cost_Platform,Service_Fee,Adjustments,Net_Payout,Payout_Date,Item_Count,Customer_Type,Prep_Time_Minutes,Delivery_Time_Minutes,Customer_Rating,POS_Transaction_ID
DoorDash,DD-76027620,2026-02-22 16:14:19,Completed,Delivery,18.00,2.16,0.90,1.26,5.00,-4.50,0.25,-0.99,0.00,0.00,-1.50,0.00,11.01,2026-02-27,1,Returning,9.7,20.6,4.5,
Uber Eats,UE-51967261,2026-02-22 16:22:02,Completed,Delivery,84.00,10.08,4.20,5.88,3.00,-25.20,0.30,-0.99,0.00,0.00,-1.00,0.00,56.81,2026-02-27,3,Returning,16.9,28.5,5.0,
DoorDash,DD-13257729,2026-02-22 16:38:04,Canceled,Delivery,92.00,11.04,4.60,6.44,6.00,0.00,0.25,-1.99,0.00,0.00,-1.50,0.00,0.00,2026-03-01,2,Returning,16.6,30.1,5.0,
Uber Eats,UE-33724447,2026-02-22 16:44:35,Completed,Delivery,38.00,4.56,1.90,2.66,6.00,-11.40,0.30,0.00,0.00,0.00,0.00,0.00,26.60,2026-02-27,2,Returning,9.2,34.0,5.0,
DoorDash,DD-64400654,2026-02-22 17:31:23,Completed,Delivery,79.00,9.48,3.95,5.53,10.00,-19.75,0.25,0.00,0.00,0.00,-1.50,0.00,57.75,2026-03-01,3,Returning,11.9,30.7,4.0,
Uber Eats,UE-32505075,2026-02-22 17:32:31,Completed,Delivery,123.00,14.76,6.15,8.61,6.00,-36.90,0.30,-0.99,0.00,0.00,0.00,0.00,85.11,2026-02-25,4,Returning,20.0,39.9,4.0,
Uber Eats,UE-53370589,2026-02-22 18:28:20,Completed,Delivery,75.00,9.00,3.75,5.25,5.00,-22.50,0.30,-1.99,0.00,0.00,-1.00,0.00,49.51,2026-02-26,3,Returning,19.1,18.5,5.0,
DoorDash,DD-94681989,2026-02-22 18:54:59,Completed,Delivery,75.00,9.00,3.75,5.25,4.00,-18.75,0.25,0.00,0.00,0.00,-0.50,0.00,55.75,2026-02-27,3,Returning,10.6,29.9,4.5,
Uber Eats,UE-80224311,2026-02-22 19:26:07,Completed,Delivery,63.00,7.56,3.15,4.41,10.00,-18.90,0.30,-0.99,-7.00,3.00,-0.50,0.00,38.61,2026-03-01,2,Returning,17.2,20.0,5.0,
DoorDash,DD-16021958,2026-02-22 20:01:29,Completed,Delivery,75.00,9.00,3.75,5.25,0.00,-18.75,0.25,-1.99,-7.00,2.00,0.00,0.00,49.26,2026-02-27,2,Returning,17.7,18.3,5.0,
Uber Eats,UE-17353982,2026-02-22 21:10:58,Completed,Delivery,18.00,2.16,0.90,1.26,0.00,-5.40,0.30,0.00,0.00,0.00,-1.50,0.00,11.10,2026-02-25,1,New,10.0,20.2,4.5,
Uber Eats,UE-80445048,2026-02-22 21:28:11,Completed,Delivery,37.00,4.44,1.85,2.59,6.00,-11.10,0.30,-0.99,0.00,0.00,-1.50,0.00,23.41,2026-02-25,2,Returning,20.2,31.0,5.0,
Uber Eats,UE-80400860,2026-02-22 21:47:03,Completed,Delivery,80.00,9.60,4.00,5.60,8.00,-24.00,0.30,0.00,0.00,0.00,-0.50,0.00,55.50,2026-03-01,2,New,10.1,34.3,5.0,
Uber Eats,UE-14394314,2026-02-23 11:03:36,Completed,Delivery,94.00,11.28,4.70,6.58,0.00,-28.20,0.30,0.00,0.00,0.00,-0.50,0.00,65.30,2026-03-02,3,Returning,11.9,33.5,4.0,
Uber Eats,UE-75483569,2026-02-23 11:17:13,Completed,Delivery,62.00,7.44,3.10,4.34,4.00,-18.60,0.30,0.00,0.00,0.00,0.00,0.00,43.40,2026-03-02,2,Returning,15.3,23.4,4.0,
Uber Eats,UE-55584865,2026-02-23 11:29:44,Completed,Delivery,82.00,9.84,4.10,5.74,8.00,-24.60,0.30,-1.49,0.00,0.00,-1.00,0.00,54.91,2026-03-02,4,Returning,13.2,29.9,5.0,
Uber Eats,UE-36834068,2026-02-23 13:02:11,Completed,Delivery,75.00,9.00,3.75,5.25,0.00,-22.50,0.30,0.00,0.00,0.00,0.00,0.00,52.50,2026-03-02,2,Returning,14.7,23.8,5.0,
Uber Eats,UE-67423144,2026-02-23 13:18:08,Completed,Delivery,63.00,7.56,3.15,4.41,10.00,-18.90,0.30,-1.99,0.00,0.00,-1.50,0.00,40.61,2026-03-02,2,Returning,11.9,29.0,4.5,
Uber Eats,UE-20765291,2026-02-23 14:39:07,Completed,Delivery,44.00,5.28,2.20,3.08,6.00,-13.20,0.30,-0.99,0.00,0.00,0.00,0.00,29.81,2026-02-28,1,Returning,14.5,42.8,5.0,
DoorDash,DD-39522639,2026-02-23 14:47:48,Completed,Delivery,80.00,9.60,4.00,5.60,4.00,-20.00,0.25,-1.99,0.00,0.00,-1.00,-8.89,48.12,2026-03-02,3,Returning,17.4,44.5,4.0,
DoorDash,DD-95335864,2026-02-23 14:58:34,Completed,Delivery,44.00,5.28,2.20,3.08,8.00,-11.00,0.25,0.00,0.00,0.00,0.00,0.00,33.00,2026-02-28,1,Returning,14.5,29.8,5.0,
Uber Eats,UE-51319042,2026-02-23 15:05:52,Completed,Delivery,134.00,16.08,6.70,9.38,8.00,-40.20,0.30,-1.99,0.00,0.00,0.00,0.00,91.81,2026-02-27,4,Returning,15.3,44.6,3.0,
Uber Eats,UE-59055056,2026-02-23 17:09:29,Completed,Delivery,107.00,12.84,5.35,7.49,5.00,-32.10,0.30,-1.49,0.00,0.00,-0.50,0.00,72.91,2026-02-27,3,Returning,14.6,29.3,4.5,
DoorDash,DD-44154107,2026-02-23 18:14:51,Canceled,Delivery,84.00,10.08,4.20,5.88,7.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,2026-02-27,3,New,19.9,20.9,4.5,
Uber Eats,UE-12420006,2026-02-23 20:21:17,Completed,Delivery,90.00,10.80,4.50,6.30,7.00,-27.00,0.30,0.00,0.00,0.00,0.00,0.00,63.00,2026-02-26,3,New,11.6,30.0,4.5,
DoorDash,DD-87638747,2026-02-23 20:24:17,Completed,Delivery,52.00,6.24,2.60,3.64,7.00,-13.00,0.25,0.00,0.00,0.00,-1.00,0.00,38.00,2026-03-02,2,Returning,11.0,34.5,4.5,
Uber Eats,UE-58963334,2026-02-23 21:23:56,Completed,Delivery,93.00,11.16,4.65,6.51,3.00,-27.90,0.30,-1.49,-5.00,1.00,-0.50,0.00,59.11,2026-02-26,3,Returning,18.3,26.9,4.5,
Uber Eats,UE-81545389,2026-02-24 13:06:06,Completed,Delivery,111.00,13.32,5.55,7.77,6.00,-33.30,0.30,-1.99,0.00,0.00,0.00,0.00,75.71,2026-03-03,3,Returning,18.1,19.3,5.0,
Uber Eats,UE-93408138,2026-02-24 13:28:31,Completed,Delivery,108.00,12.96,5.40,7.56,5.00,-32.40,0.30,0.00,0.00,0.00,-1.00,0.00,74.60,2026-02-28,3,Returning,13.5,41.5,4.5,
Uber Eats,UE-49074407,2026-02-24 13:29:38,Completed,Delivery,18.00,2.16,0.90,1.26,10.00,-5.40,0.30,-1.99,-3.00,3.00,0.00,0.00,10.61,2026-03-03,1,Returning,13.1,23.3,4.5,
DoorDash,DD-19691286,2026-02-24 13:31:14,Completed,Delivery,37.00,4.44,1.85,2.59,6.00,-9.25,0.25,0.00,0.00,0.00,0.00,0.00,27.75,2026-03-01,2,Returning,19.2,21.6,4.0,
DoorDash,DD-54818930,2026-02-24 13:46:48,Completed,Delivery,63.00,7.56,3.15,4.41,8.00,-15.75,0.25,0.00,0.00,0.00,-1.50,0.00,45.75,2026-03-01,2,Returning,17.6,34.5,4.0,
Uber Eats,UE-51282544,2026-02-24 14:16:23,Completed,Delivery,68.00,8.16,3.40,4.76,6.00,-20.40,0.30,-0.99,0.00,0.00,-1.50,0.00,45.11,2026-03-03,2,Returning,12.6,42.6,4.5,
Uber Eats,UE-41754682,2026-02-24 14:34:42,Completed,Delivery,73.00,8.76,3.65,5.11,0.00,-21.90,0.30,0.00,0.00,0.00,0.00,0.00,51.10,2026-02-27,2,Returning,12.6,42.8,3.5,
DoorDash,DD-22290950,2026-02-24 15:00:06,Completed,Delivery,109.00,13.08,5.45,7.63,10.00,-27.25,0.25,0.00,0.00,0.00,-1.00,0.00,80.75,2026-02-27,3,Returning,15.4,24.3,5.0,
DoorDash,DD-42536432,2026-02-24 15:08:10,Completed,Delivery,18.00,2.16,0.90,1.26,5.00,-4.50,0.25,-0.99,0.00,0.00,-1.00,0.00,11.51,2026-03-03,1,Returning,10.8,28.5,4.0,
Uber Eats,UE-56534584,2026-02-24 15:09:53,Completed,Delivery,105.00,12.60,5.25,7.35,4.00,-31.50,0.30,-0.99,0.00,0.00,-0.50,0.00,72.01,2026-03-03,3,Returning,21.9,25.9,4.5,
Uber Eats,UE-97608622,2026-02-24 15:19:46,Completed,Delivery,41.00,4.92,2.05,2.87,10.00,-12.30,0.30,-0.99,0.00,0.00,0.00,0.00,27.71,2026-02-28,1,New,14.2,18.5,5.0,
Uber Eats,UE-69432877,2026-02-24 17:19:11,Completed,Delivery,83.00,9.96,4.15,5.81,3.00,-24.90,0.30,0.00,0.00,0.00,0.00,0.00,58.10,2026-03-01,3,New,14.4,19.7,4.5,
Uber Eats,UE-49636928,2026-02-24 19:06:51,Completed,Delivery,81.00,9.72,4.05,5.67,0.00,-24.30,0.30,-0.99,0.00,0.00,0.00,0.00,55.71,2026-03-01,2,New,8.3,29.0,4.0,
DoorDash,DD-65848489,2026-02-24 19:06:55,Completed,Delivery,95.00,11.40,4.75,6.65,5.00,-23.75,0.25,-1.49,0.00,0.00,0.00,0.00,69.76,2026-03-03,3,Returning,19.2,27.2,4.5,
Uber Eats,UE-81468340,2026-02-24 20:59:03,Completed,Delivery,64.00,7.68,3.20,4.48,10.00,-19.20,0.30,-0.99,0.00,0.00,-1.50,0.00,42.31,2026-02-27,2,Returning,14.6,39.5,4.5,
Uber Eats,UE-87265985,2026-02-25 12:00:04,Completed,Delivery,91.00,10.92,4.55,6.37,6.00,-27.30,0.30,-1.99,0.00,0.00,0.00,0.00,61.71,2026-03-04,2,Returning,21.2,41.8,4.0,
Uber Eats,UE-22075266,2026-02-25 12:28:50,Completed,Delivery,116.00,13.92,5.80,8.12,3.00,-34.80,0.30,-1.99,-7.00,3.00,-1.50,0.00,73.71,2026-03-04,3,New,18.5,43.7,5.0,
Uber Eats,UE-77810569,2026-02-25 13:50:28,Completed,Delivery,52.00,6.24,2.60,3.64,6.00,-15.60,0.30,-0.99,0.00,0.00,-1.50,0.00,33.91,2026-03-02,2,New,13.9,23.6,5.0,
Uber Eats,UE-60992451,2026-02-25 14:08:14,Completed,Delivery,83.00,9.96,4.15,5.81,4.00,-24.90,0.30,0.00,-5.00,2.00,-1.50,0.00,53.60,2026-03-04,3,New,13.7,43.1,5.0,
DoorDash,DD-16953083,2026-02-25 15:58:31,Completed,Delivery,88.00,10.56,4.40,6.16,8.00,-22.00,0.25,0.00,0.00,0.00,-1.50,0.00,64.50,2026-02-28,3,New,21.8,41.7,3.5,
DoorDash,DD-27790095,2026-02-25 17:15:49,Completed,Delivery,61.00,7.32,3.05,4.27,7.00,-15.25,0.25,-1.49,0.00,0.00,0.00,0.00,44.26,2026-02-28,3,Returning,12.1,40.3,5.0,
DoorDash,DD-88039043,2026-02-25 18:15:29,Completed,Delivery,89.00,10.68,4.45,6.23,4.00,-22.25,0.25,0.00,0.00,0.00,-1.50,0.00,65.25,2026-03-01,3,Returning,18.8,29.4,4.5,
Uber Eats,UE-50140331,2026-02-25 19:24:08,Completed,Delivery,91.00,10.92,4.55,6.37,10.00,-27.30,0.30,0.00,0.00,0.00,-1.00,0.00,62.70,2026-02-28,2,New,12.5,19.4,3.0,
DoorDash,DD-50456734,2026-02-26 11:02:50,Completed,Delivery,79.00,9.48,3.95,5.53,5.00,-19.75,0.25,-1.49,0.00,0.00,-0.50,0.00,57.26,2026-03-05,2,Returning,17.0,23.7,,
DoorDash,DD-31911550,2026-02-26 11:38:10,Completed,Delivery,76.00,9.12,3.80,5.32,5.00,-19.00,0.25,-0.99,0.00,0.00,-0.50,0.00,55.51,2026-03-03,3,Returning,20.2,39.7,,
Uber Eats,UE-48856447,2026-02-26 12:46:30,Completed,Delivery,50.00,6.00,2.50,3.50,5.00,-15.00,0.30,-0.99,0.00,0.00,-1.50,0.00,32.51,2026-03-03,2,Returning,18.3,26.9,4.5,
Uber Eats,UE-10344969,2026-02-26 13:19:36,Completed,Delivery,37.00,4.44,1.85,2.59,6.00,-11.10,0.30,-0.99,0.00,0.00,-1.50,0.00,23.41,2026-03-05,2,Returning,21.2,44.8,5.0,
DoorDash,DD-53299335,2026-02-26 13:35:34,Completed,Delivery,87.00,10.44,4.35,6.09,6.00,-21.75,0.25,-1.49,0.00,0.00,0.00,0.00,63.76,2026-03-03,2,Returning,10.1,29.8,4.5,
Uber Eats,UE-94172549,2026-02-26 15:11:49,Completed,Delivery,91.00,10.92,4.55,6.37,3.00,-27.30,0.30,-1.99,0.00,0.00,-1.50,0.00,60.21,2026-03-02,3,New,14.7,34.7,5.0,
Uber Eats,UE-80089577,2026-02-26 16:14:44,Completed,Delivery,64.00,7.68,3.20,4.48,4.00,-19.20,0.30,0.00,0.00,0.00,0.00,0.00,44.80,2026-03-03,2,Returning,9.0,32.4,,
DoorDash,DD-24465697,2026-02-26 18:19:56,Completed,Delivery,27.00,3.24,1.35,1.89,7.00,-6.75,0.25,-0.99,0.00,0.00,-1.00,0.00,18.26,2026-03-03,1,New,17.3,26.3,5.0,
Uber Eats,UE-21422590,2026-02-26 19:05:51,Completed,Delivery,108.00,12.96,5.40,7.56,4.00,-32.40,0.30,-1.99,0.00,0.00,-1.50,0.00,72.11,2026-03-05,4,Returning,10.3,29.4,3.0,
DoorDash,DD-53554917,2026-02-26 19:06:36,Completed,Delivery,116.00,13.92,5.80,8.12,8.00,-29.00,0.25,-0.99,0.00,0.00,-1.00,0.00,85.01,2026-03-02,4,Returning,13.7,31.2,4.0,
Uber Eats,UE-33979349,2026-02-26 19:24:16,Completed,Delivery,67.00,8.04,3.35,4.69,4.00,-20.10,0.30,0.00,0.00,0.00,-0.50,0.00,46.40,2026-03-05,2,New,13.5,29.3,4.5,
Uber Eats,UE-98961004,2026-02-26 19:47:05,Completed,Delivery,57.00,6.84,2.85,3.99,8.00,-17.10,0.30,-1.99,0.00,0.00,0.00,0.00,37.91,2026-03-03,3,Returning,15.5,18.0,4.5,
DoorDash,DD-27137945,2026-02-26 20:11:59,Completed,Delivery,85.00,10.20,4.25,5.95,4.00,-21.25,0.25,-1.49,0.00,0.00,-1.50,0.00,60.76,2026-03-02,2,Returning,14.5,31.5,5.0,
DoorDash,DD-40367245,2026-02-26 20:14:41,Completed,Delivery,64.00,7.68,3.20,4.48,0.00,-16.00,0.25,-1.99,0.00,0.00,-1.00,0.00,45.01,2026-03-03,2,New,16.6,39.8,4.5,
Uber Eats,UE-23991990,2026-02-26 21:30:08,Completed,Delivery,86.00,10.32,4.30,6.02,0.00,-25.80,0.30,-1.99,0.00,0.00,0.00,0.00,58.21,2026-03-01,2,Returning,13.6,31.5,5.0,
Uber Eats,UE-21500062,2026-02-26 21:49:47,Completed,Delivery,69.00,8.28,3.45,4.83,6.00,-20.70,0.30,-1.49,0.00,0.00,-0.50,0.00,46.31,2026-03-05,2,Returning,17.5,40.9,3.5,
DoorDash,DD-46263562,2026-02-27 11:47:05,Completed,Delivery,92.00,11.04,4.60,6.44,0.00,-23.00,0.25,-1.99,0.00,0.00,-1.00,0.00,66.01,2026-03-02,3,Returning,20.9,40.1,5.0,
Uber Eats,UE-23925810,2026-02-27 12:21:20,Completed,Delivery,113.00,13.56,5.65,7.91,10.00,-33.90,0.30,0.00,0.00,0.00,-1.00,0.00,78.10,2026-03-02,4,Returning,14.3,27.4,4.0,
DoorDash,DD-96602039,2026-02-27 12:44:12,Completed,Delivery,93.00,11.16,4.65,6.51,0.00,-23.25,0.25,0.00,0.00,0.00,0.00,0.00,69.75,2026-03-02,3,Returning,9.4,27.2,4.5,
DoorDash,DD-62806960,2026-02-27 12:51:01,Completed,Delivery,128.00,15.36,6.40,8.96,8.00,-32.00,0.25,0.00,0.00,0.00,-0.50,0.00,95.50,2026-03-04,3,Returning,20.2,18.8,5.0,
DoorDash,DD-82284037,2026-02-27 13:10:57,Completed,Delivery,32.00,3.84,1.60,2.24,6.00,-8.00,0.25,0.00,0.00,0.00,0.00,0.00,24.00,2026-03-03,1,Returning,14.1,41.9,5.0,
DoorDash,DD-10011979,2026-02-27 13:17:19,Completed,Delivery,125.00,15.00,6.25,8.75,5.00,-31.25,0.25,-1.49,-7.00,3.00,0.00,0.00,88.26,2026-03-06,3,New,16.8,25.7,4.5,
Uber Eats,UE-82081498,2026-02-27 13:18:37,Completed,Delivery,45.00,5.40,2.25,3.15,7.00,-13.50,0.30,-1.49,0.00,0.00,0.00,0.00,30.01,2026-03-03,2,New,11.7,26.5,5.0,
DoorDash,DD-45554571,2026-02-27 13:37:12,Completed,Delivery,80.00,9.60,4.00,5.60,7.00,-20.00,0.25,0.00,0.00,0.00,0.00,0.00,60.00,2026-03-06,3,New,15.7,24.3,5.0,
Uber Eats,UE-64552156,2026-02-27 13:42:22,Completed,Delivery,25.00,3.00,1.25,1.75,10.00,-7.50,0.30,0.00,0.00,0.00,0.00,0.00,17.50,2026-03-02,1,Returning,19.2,44.2,3.5,
Uber Eats,UE-22106641,2026-02-27 13:59:11,Completed,Delivery,61.00,7.32,3.05,4.27,8.00,-18.30,0.30,0.00,-5.00,2.00,-1.50,0.00,38.20,2026-03-02,2,Returning,11.4,32.1,3.5,
DoorDash,DD-78537325,2026-02-27 14:20:48,Completed,Delivery,121.00,14.52,6.05,8.47,6.00,-30.25,0.25,-1.99,0.00,0.00,-1.50,0.00,87.26,2026-03-02,4,Returning,20.1,25.6,5.0,
DoorDash,DD-93087164,2026-02-27 14:26:30,Canceled,Delivery,76.00,9.12,3.80,5.32,6.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,2026-03-02,3,Returning,11.3,35.7,5.0,
Uber Eats,UE-14170522,2026-02-27 14:55:06,Completed,Delivery,41.00,4.92,2.05,2.87,7.00,-12.30,0.30,-1.99,-7.00,3.00,-0.50,0.00,22.21,2026-03-03,1,Returning,15.0,34.1,4.5,
Uber Eats,UE-92380781,2026-02-27 15:15:38,Completed,Delivery,122.00,14.64,6.10,8.54,8.00,-36.60,0.30,-0.99,0.00,0.00,-0.50,0.00,83.91,2026-03-06,4,Returning,9.1,20.2,5.0,
Uber Eats,UE-13101665,2026-02-27 15:39:57,Completed,Delivery,46.00,5.52,2.30,3.22,7.00,-13.80,0.30,0.00,0.00,0.00,0.00,0.00,32.20,2026-03-06,2,Returning,9.6,25.9,4.5,
DoorDash,DD-68636619,2026-02-27 16:35:04,Completed,Delivery,41.00,4.92,2.05,2.87,6.00,-10.25,0.25,0.00,0.00,0.00,-1.00,0.00,29.75,2026-03-04,1,Returning,19.9,42.8,4.5,
Uber Eats,UE-67657907,2026-02-27 17:09:42,Completed,Delivery,27.00,3.24,1.35,1.89,5.00,-8.10,0.30,0.00,0.00,0.00,0.00,0.00,18.90,2026-03-06,1,Returning,12.3,28.5,4.0,
DoorDash,DD-60537925,2026-02-27 17:30:36,Completed,Delivery,100.00,12.00,5.00,7.00,10.00,-25.00,0.25,-1.99,0.00,0.00,-0.50,0.00,72.51,2026-03-03,3,Returning,12.7,38.8,4.5,
Uber Eats,UE-66057845,2026-02-27 18:56:21,Completed,Delivery,32.00,3.84,1.60,2.24,10.00,-9.60,0.30,0.00,0.00,0.00,0.00,0.00,22.40,2026-03-06,1,Returning,20.2,42.3,5.0,
Uber Eats,UE-18455317,2026-02-27 19:19:07,Completed,Delivery,62.00,7.44,3.10,4.34,4.00,-18.60,0.30,0.00,0.00,0.00,-1.50,0.00,41.90,2026-03-03,3,New,17.6,33.1,4.5,
DoorDash,DD-57923480,2026-02-27 19:29:37,Completed,Delivery,87.00,10.44,4.35,6.09,4.00,-21.75,0.25,0.00,0.00,0.00,-1.50,0.00,63.75,2026-03-02,2,New,12.2,23.1,5.0,
Uber Eats,UE-91879315,2026-02-27 20:08:37,Completed,Delivery,70.00,8.40,3.50,4.90,5.00,-21.00,0.30,-0.99,-7.00,1.00,0.00,0.00,42.01,2026-03-04,2,New,13.3,35.2,4.5,
Uber Eats,UE-62369002,2026-02-27 20:28:01,Completed,Delivery,50.00,6.00,2.50,3.50,0.00,-15.00,0.30,-0.99,0.00,0.00,0.00,0.00,34.01,2026-03-02,2,New,19.2,23.8,4.5,
DoorDash,DD-34414336,2026-02-27 20:41:08,Completed,Delivery,60.00,7.20,3.00,4.20,7.00,-15.00,0.25,0.00,-3.00,3.00,-1.50,0.00,43.50,2026-03-06,2,Returning,13.4,37.1,3.5,
Uber Eats,UE-77090227,2026-02-27 20:44:01,Completed,Delivery,44.00,5.28,2.20,3.08,8.00,-13.20,0.30,0.00,0.00,0.00,-1.50,0.00,29.30,2026-03-06,1,Returning,20.0,41.5,3.5,
Uber Eats,UE-83323754,2026-02-27 20:46:58,Completed,Delivery,27.00,3.24,1.35,1.89,10.00,-8.10,0.30,-0.99,0.00,0.00,-1.00,0.00,16.91,2026-03-06,1,Returning,20.8,37.8,4.5,
Uber Eats,UE-36712236,2026-02-27 21:14:40,Completed,Delivery,113.00,13.56,5.65,7.91,3.00,-33.90,0.30,0.00,0.00,0.00,-0.50,-14.88,63.72,2026-03-04,4,Returning,15.6,39.3,5.0,
Uber Eats,UE-15386665,2026-02-28 11:05:42,Completed,Delivery,113.00,13.56,5.65,7.91,7.00,-33.90,0.30,0.00,0.00,0.00,-1.00,0.00,78.10,2026-03-03,4,New,14.1,29.2,4.5,
DoorDash,DD-72554637,2026-02-28 11:41:36,Completed,Delivery,64.00,7.68,3.20,4.48,4.00,-16.00,0.25,0.00,0.00,0.00,-1.50,0.00,46.50,2026-03-04,2,Returning,18.7,35.2,5.0,
Uber Eats,UE-25555384,2026-02-28 12:19:11,Completed,Delivery,75.00,9.00,3.75,5.25,3.00,-22.50,0.30,0.00,-7.00,3.00,-0.50,0.00,48.00,2026-03-03,2,New,15.2,30.3,4.5,
Uber Eats,UE-28198621,2026-02-28 12:39:35,Completed,Delivery,19.00,2.28,0.95,1.33,8.00,-5.70,0.30,-0.99,0.00,0.00,-1.00,0.00,11.31,2026-03-04,1,Returning,19.0,19.5,4.0,
DoorDash,DD-14118145,2026-02-28 13:07:38,Canceled,Delivery,89.00,10.68,4.45,6.23,4.00,0.00,0.25,-0.99,0.00,0.00,-1.50,0.00,0.00,2026-03-07,3,Returning,22.0,37.5,4.5,
Uber Eats,UE-28064951,2026-02-28 13:21:26,Completed,Delivery,101.00,12.12,5.05,7.07,8.00,-30.30,0.30,0.00,0.00,0.00,-1.00,0.00,69.70,2026-03-05,3,Returning,15.3,43.4,4.5,
Uber Eats,UE-19935520,2026-02-28 13:58:31,Completed,Delivery,66.00,7.92,3.30,4.62,6.00,-19.80,0.30,-0.99,0.00,0.00,-1.50,0.00,43.71,2026-03-07,2,New,20.9,23.5,4.5,
Uber Eats,UE-12537052,2026-02-28 14:01:31,Completed,Delivery,106.00,12.72,5.30,7.42,3.00,-31.80,0.30,0.00,0.00,0.00,0.00,0.00,74.20,2026-03-03,4,Returning,11.8,33.1,5.0,
DoorDash,DD-16750968,2026-02-28 14:22:12,Completed,Delivery,61.00,7.32,3.05,4.27,10.00,-15.25,0.25,0.00,0.00,0.00,0.00,0.00,45.75,2026-03-05,2,Returning,18.2,32.4,4.5,
DoorDash,DD-87554869,2026-02-28 15:08:10,Completed,Delivery,85.00,10.20,4.25,5.95,6.00,-21.25,0.25,0.00,-5.00,3.00,-1.00,0.00,60.75,2026-03-04,3,Returning,20.1,44.3,5.0,
Uber Eats,UE-20347867,2026-02-28 15:12:03,Canceled,Delivery,91.00,10.92,4.55,6.37,10.00,0.00,0.30,-0.99,0.00,0.00,-1.00,0.00,0.00,2026-03-07,2,Returning,13.9,44.3,5.0,
DoorDash,DD-98350255,2026-02-28 15:36:13,Completed,Delivery,20.00,2.40,1.00,1.40,0.00,-5.00,0.25,-1.49,0.00,0.00,-0.50,0.00,13.01,2026-03-03,1,New,12.0,20.4,,
Uber Eats,UE-47721040,2026-02-28 15:40:40,Completed,Delivery,39.00,4.68,1.95,2.73,5.00,-11.70,0.30,-1.99,0.00,0.00,-1.00,0.00,24.31,2026-03-03,2,Returning,16.3,34.4,4.5,
Uber Eats,UE-25590277,2026-02-28 15:47:16,Completed,Delivery,80.00,9.60,4.00,5.60,5.00,-24.00,0.30,-1.99,0.00,0.00,-1.00,0.00,53.01,2026-03-04,2,Returning,10.5,36.1,4.5,
Uber Eats,UE-13218617,2026-02-28 16:08:00,Completed,Delivery,118.00,14.16,5.90,8.26,10.00,-35.40,0.30,0.00,0.00,0.00,0.00,0.00,82.60,2026-03-03,3,Returning,11.9,24.7,4.5,
DoorDash,DD-86108470,2026-02-28 17:39:04,Completed,Delivery,93.00,11.16,4.65,6.51,10.00,-23.25,0.25,0.00,-7.00,3.00,-1.00,0.00,64.75,2026-03-05,3,Returning,9.8,18.1,4.0,
Uber Eats,UE-31526371,2026-02-28 17:45:18,Completed,Delivery,43.00,5.16,2.15,3.01,5.00,-12.90,0.30,-0.99,0.00,0.00,0.00,0.00,29.11,2026-03-05,1,Returning,8.5,34.0,5.0,
Uber Eats,UE-32539790,2026-02-28 18:08:08,Completed,Delivery,148.00,17.76,7.40,10.36,10.00,-44.40,0.30,0.00,-3.00,3.00,0.00,0.00,103.60,2026-03-04,4,Returning,19.1,40.1,4.5,
DoorDash,DD-84840521,2026-02-28 18:33:18,Completed,Delivery,20.00,2.40,1.00,1.40,7.00,-5.00,0.25,-1.99,0.00,0.00,-0.50,0.00,12.51,2026-03-04,1,Returning,17.9,41.9,5.0,
DoorDash,DD-43239753,2026-02-28 18:40:47,Completed,Delivery,64.00,7.68,3.20,4.48,3.00,-16.00,0.25,0.00,0.00,0.00,0.00,0.00,48.00,2026-03-05,2,Returning,16.2,33.0,4.5,
DoorDash,DD-54635760,2026-02-28 19:28:11,Completed,Delivery,66.00,7.92,3.30,4.62,6.00,-16.50,0.25,0.00,0.00,0.00,0.00,0.00,49.50,2026-03-05,2,Returning,20.1,27.3,5.0,
Uber Eats,UE-26460622,2026-02-28 19:49:15,Completed,Delivery,56.00,6.72,2.80,3.92,4.00,-16.80,0.30,0.00,0.00,0.00,-1.00,0.00,38.20,2026-03-07,2,New,12.8,31.7,5.0,
DoorDash,DD-69539770,2026-02-28 20:08:30,Completed,Delivery,123.00,14.76,6.15,8.61,0.00,-30.75,0.25,0.00,0.00,0.00,-1.50,0.00,90.75,2026-03-05,4,Returning,13.0,38.4,4.5,
Uber Eats,UE-47811709,2026-02-28 20:51:52,Completed,Delivery,41.00,4.92,2.05,2.87,4.00,-12.30,0.30,0.00,0.00,0.00,-0.50,0.00,28.20,2026-03-03,1,Returning,20.0,18.1,,
DoorDash,DD-52987823,2026-02-28 21:00:19,Completed,Delivery,75.00,9.00,3.75,5.25,3.00,-18.75,0.25,0.00,-7.00,2.00,-1.50,0.00,49.75,2026-03-03,2,Returning,11.4,28.4,5.0,
